item_id,sku,category_id,aspect,reason
256525915688,SON-AOMDBWSB-17X125-BLCK,87122,"Pocket Type","drawstring bag, no pockets"
256525915688,SON-AOMDBWSB-17X125-BLCK,87122,Team,"not a sports team product"
256525915688,SON-AOMDBWSB-17X125-BLCK,87122,"Trim Material","plain drawstring bag, no decorative trim"
256525915696,SON-UTPSCRASIWB-LG-TN,260207,Voltage,"manual rotary accessories, not powered"
256525915707,MCN-GATTMRPBAC-6PC-BLK,177895,"Visible Logo","plain repair patches, no visible logo"
256525915724,UNV-UHAOUKK-BUN-6PK-S-ASSRTD,39057,"Item Diameter","flat utility blades, no diameter"
256525915731,SON-DIAMONDHOLESAW-80GRT,122838,"Number of Teeth","diamond-coated hole saw, no teeth"
256525915731,SON-DIAMONDHOLESAW-80GRT,122838,"Teeth per Inch","diamond-coated hole saw, no teeth"
256525915740,SON-3IN1CAMP-UTENSIL-2PK,87133,"Stove Type Compatibility","utensil set, not cookware"
256525915740,SON-3IN1CAMP-UTENSIL-2PK,87133,"Surface Coating","plain utensils, no special coating"
256525915760,XGI-URBANPLAYMAT-POLICE-KP-IH,19100,Award,"toy cars + play mat, not an award-winning game"
256525915760,XGI-URBANPLAYMAT-POLICE-KP-IH,19100,"Game Title","toy cars + play mat, not a board game"
256525915760,XGI-URBANPLAYMAT-POLICE-KP-IH,19100,"Game Type","toy cars + play mat, not a board/card game"
256525915760,XGI-URBANPLAYMAT-POLICE-KP-IH,19100,"Min. Number of Players","play toy, not a multiplayer game"
256525915779,4SN-BLACKKNIFESET-4PC,177005,"Making Method","standard manufactured knives, not a relevant differentiator"
256525915779,4SN-BLACKKNIFESET-4PC,177005,"Personalization Instructions","not a personalized product"
256525915782,SON-OEHWPASBC-2,20763,"Item Diameter","hammer, no single diameter"
256525915782,SON-OEHWPASBC-2,20763,"Personalization Instructions","not a personalized product"
256525915783,SVT-SOUTHWESTSOCKS-BLU,181362,"EPA Registration Number","socks, not a pesticide"
256525915800,NPT-8INPOCKETKNIFE-EAG,7306,"Tools Included","plain pocket knife, no extra tools included"
256525915807,SON-J65XCKCWHGB-XL-BL-2,3628,"Character Family","plain carabiner, no character family"
256525915807,SON-J65XCKCWHGB-XL-BL-2,3628,Theme,"plain utility carabiner, no theme"
256525915808,SON-SFKFHSS-P-GRY,66826,"Item Diameter","sharpening stone, no diameter"
256525915822,SON-BFTOU-MED-BLCK,20725,"Personalization Instructions","not a personalized product"
256525915826,SON-LSTTSWC1210A8I-4PC-14X4X25-SLVR,23782,"Item Diameter","tweezer/tong set, no diameter"
256525915826,SON-LSTTSWC1210A8I-4PC-14X4X25-SLVR,23782,"Personalization Instructions","not a personalized product"
256525915827,SON-EXTEND-FLYSWATTER-ASSRT,181042,"Cable Length","manual fly swatter, not corded"
256525915827,SON-EXTEND-FLYSWATTER-ASSRT,181042,Power,"manual fly swatter, no power"
256525915827,SON-EXTEND-FLYSWATTER-ASSRT,181042,Voltage,"manual fly swatter, no voltage"
256525915831,HWK-TBPHDPSLFHAN-9P-PNK,42362,"Item Diameter","flat tool belt pouch, no diameter"
256525915851,SON-EXTEND-FLYSWATTER-RED,181042,"Cable Length","manual fly swatter, not corded"
256525915851,SON-EXTEND-FLYSWATTER-RED,181042,Power,"manual fly swatter, no power"
256525915851,SON-EXTEND-FLYSWATTER-RED,181042,"Power Source","manual fly swatter, no power source"
256525915851,SON-EXTEND-FLYSWATTER-RED,181042,Voltage,"manual fly swatter, no voltage"
256525915852,SON-POCKET-KNIFE-KFD702,48818,Tools,"plain pocket knife, no extra tools"
256525915869,MCN-WILDERNESSTRAVELGUIDE,75035,"Expiration Date","reference guide book, doesn't expire"
256525915869,MCN-WILDERNESSTRAVELGUIDE,75035,"Personalization Instructions","not a personalized product"
256525915872,SON-15CPHTFMM-MED-BRWN,20661,Character,"plain pot holder/tongs, no character"
256525915872,SON-15CPHTFMM-MED-BRWN,20661,"Character Family","plain pot holder/tongs, no character family"
256525915872,SON-15CPHTFMM-MED-BRWN,20661,Occasion,"general workshop tool, no occasion"
256525915872,SON-15CPHTFMM-MED-BRWN,20661,Pattern,"plain pot holder, no decorative pattern"
256525915872,SON-15CPHTFMM-MED-BRWN,20661,"Personalization Instructions","not a personalized product"
256525915872,SON-15CPHTFMM-MED-BRWN,20661,Theme,"plain utility pot holder, no theme"
256525915874,UPD-MICKEY-JUMP-ROPE,62134,"Number of Items in Set","single jump rope, not a set"
256525915882,SON-NECKKNIFE-BLU,75235,"Personalization Instructions","not a personalized product"
256525915885,SON-5FT60IRTSMT,28171,"Blade Material","tape measure, not a bladed tool"
256525915885,SON-5FT60IRTSMT,28171,"Blade Size","tape measure, not a bladed tool"
256525915885,SON-5FT60IRTSMT,28171,"Cut Type","tape measure, does not cut"
256525915895,SON-CEGRKCFFAKOG-11PC-SML-CLR,117039,"Personalization Instructions","not a personalized product"
256525915897,SON-RSSWMB-16PC-65X5X5E-2,42255,"Item Diameter","screwdriver set, no single diameter"
256525915904,SON-FLEXIDUSTER-GRN,29509,Theme,"plain feather duster, no theme"
256525915928,SON-STONEHAMMER-10IN-HPNR,20763,"Item Diameter","hammer, no single diameter"
256525915928,SON-STONEHAMMER-10IN-HPNR,20763,"Number of Pieces","single hammer, not a multi-piece set"
256525915928,SON-STONEHAMMER-10IN-HPNR,20763,"Personalization Instructions","not a personalized product"
256526374819,ASR-GRIPREDKEEPSPORTING,45237,Accents,"plain carabiner keychain, no decorative accents"
256526374819,ASR-GRIPREDKEEPSPORTING,45237,Character,"plain carabiner, no licensed character"
256526374819,ASR-GRIPREDKEEPSPORTING,45237,"Character Family","plain carabiner, no character family"
256526374819,ASR-GRIPREDKEEPSPORTING,45237,Pattern,"plain carabiner, no decorative pattern"
256526374819,ASR-GRIPREDKEEPSPORTING,45237,"Personalization Instructions","not a personalized product"
256526374819,ASR-GRIPREDKEEPSPORTING,45237,Theme,"plain utility carabiner, no theme"
256529646593,MCN-BURIDIVEKNIFE-PARENT,75235,"Personalization Instructions","not a personalized product"
256546386816,SHM-UV9LF-SML-BLCK,16037,"Personalization Instructions","not a personalized product"
