numeric_id,gid,handle,title,status,vendor,product_type,category,seo_title,seo_desc,seo_desc_len,body_len,tags_count,image_alt,url,missing_seo_description,seo_too_short,seo_too_long,missing_category,missing_product_type,thin_body,missing_vendor,missing_image,missing_image_alt,priority
10253890748716,gid://shopify/Product/10253890748716,collapsible-water-container-5-gallon-portable-camping-emergency-water-storage,"5 Gallon Collapsible Water Container Portable Camping & Emergency Water Storage",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Hydration System Accessories",,,0,1929,0,,https://asroutdoor.com/products/collapsible-water-container-5-gallon-portable-camping-emergency-water-storage,1,0,0,0,0,0,0,0,1,4
10253903167788,gid://shopify/Product/10253903167788,natural-citronella-mosquito-repellent-bracelet-wrist-band-4-colors,"Natural Citronella Mosquito Repellent Bracelet Wrist Band (4 Colors)",ACTIVE,"ASR Outdoor",Survival/Camping,"Home & Garden > Household Supplies > Pest Control > Repellents > Animal & Pet Repellents",,,0,1381,9,,https://asroutdoor.com/products/natural-citronella-mosquito-repellent-bracelet-wrist-band-4-colors,1,0,0,0,0,0,0,0,1,4
10253919387948,gid://shopify/Product/10253919387948,19l-griptape-backpack-dual-zip-two-tone-navy-od-green-travel-bag,"19L Everyday Front Griptape Backpack with Padded Shoulder Straps, Green/Blue",ACTIVE,"ASR Outdoor",Survival/Camping,"Luggage & Bags > Backpacks > Hiking Backpacks",,,0,588,6,,https://asroutdoor.com/products/19l-griptape-backpack-dual-zip-two-tone-navy-od-green-travel-bag,1,0,0,0,0,0,0,0,1,4
10264366874924,gid://shopify/Product/10264366874924,1pc-stainless-steel-gold-prospecting-carabiner-keychain-lightweight-durable-edc-key-holder-with-split-ring-2-styles,"1pc Stainless Steel Gold Prospecting Carabiner Keychain, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)",ACTIVE,"ASR Outdoor","Gold Panning","Apparel & Accessories > Handbag & Wallet Accessories > Keychains",,,0,1137,0,,https://asroutdoor.com/products/1pc-stainless-steel-gold-prospecting-carabiner-keychain-lightweight-durable-edc-key-holder-with-split-ring-2-styles,1,0,0,0,0,0,0,0,1,4
10314358030636,gid://shopify/Product/10314358030636,mosquito-net-with-mounting-kit-travel-camping-essentials-outdoor-canopy-94-5-inches,"Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor Canopy, 94.5 Inches",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Mosquito Nets & Insect Screens > Pyramid Mosquito Nets",,,0,1514,4,,https://asroutdoor.com/products/mosquito-net-with-mounting-kit-travel-camping-essentials-outdoor-canopy-94-5-inches,1,0,0,0,0,0,0,0,1,4
8491279384876,gid://shopify/Product/8491279384876,6pc-paydirt-beginner-gold-panning-kit-with-gold-pan-vial-snuffer-bottle,"ASR Outdoor X Pan for Gold with Bobby Bo 3oz Beginner Paydirt Gold Panning Kit, 6pc",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,2800,12,"beginner paydirt for gold panning kit with glass vials, snuffer bottle",https://asroutdoor.com/products/6pc-paydirt-beginner-gold-panning-kit-with-gold-pan-vial-snuffer-bottle,1,0,0,0,0,0,0,0,0,3
8491328143660,gid://shopify/Product/8491328143660,asr-outdoor-24pc-gold-panning-kit-with-5-gallon-bucket-and-10lb-bobby-bo-paydirt-2-colors,"24pc Gold Panning Kit with 5 Gallon Bucket and 10lb Pan for Gold with Bobby Bo Paydirt (2 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,2942,23,"24pc gold panning kit with 5 gallon bucket and 10lbs of gold paydirt from bobbybo",https://asroutdoor.com/products/asr-outdoor-24pc-gold-panning-kit-with-5-gallon-bucket-and-10lb-bobby-bo-paydirt-2-colors,1,0,0,0,0,0,0,0,0,3
8491384897836,gid://shopify/Product/8491384897836,asr-outdoor-7pc-starter-gold-panning-kit-beginner-prospecting-equipment-with-paydirt-3-colors,"7pc Kids Starter Gold Panning Kit Beginner Prospecting Equipment with Paydirt (3 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,3423,18,"beginner gold paydirt kit for kids beginners 7 piece",https://asroutdoor.com/products/asr-outdoor-7pc-starter-gold-panning-kit-beginner-prospecting-equipment-with-paydirt-3-colors,1,0,0,0,0,0,0,0,0,3
8491401380140,gid://shopify/Product/8491401380140,asr-outdoor-gold-panning-paydirt-1lb-advanced-bag-gold-prospecting-concentrate-flakes-green-or-black,"ASR Outdoor Gold Panning Paydirt 1LB Advanced Bag Gold Prospecting Concentrate Flakes (Green or Black)",ARCHIVED,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2948,6,"gold panning paydrt 1lb for advanced gold panners more heavy material to make finding gold more challenging",,1,0,0,0,0,0,0,0,0,3
8493498204460,gid://shopify/Product/8493498204460,asr-outdoor-7pc-gold-panning-kit-with-1lbs-bobby-bo-intermediate-unclassified-paydirt-bag-green-or-black,"ASR Outdoor 6pc Gold Panning Kit with 1lbs Bobby Bo Intermediate Unclassified Paydirt Bag (Green or Black)",ARCHIVED,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2954,18,"7pc gold panning with 1lb of practice gold paydirt meant for beginners",,1,0,0,0,0,0,0,0,0,3
8493515178284,gid://shopify/Product/8493515178284,asr-outdoor-7pc-gold-panning-kit-with-1lbs-bobby-bo-beginner-classified-paydirt-bag-green-or-black,"ASR Outdoor Beginner Gold Panning Kit with 1LB Guaranteed Gold Paydirt (3 Colors), 6pc",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,2121,21,"guaranteed gold paydirt kit with tools",https://asroutdoor.com/products/asr-outdoor-7pc-gold-panning-kit-with-1lbs-bobby-bo-beginner-classified-paydirt-bag-green-or-black,1,0,0,0,0,0,0,0,0,3
8493529727276,gid://shopify/Product/8493529727276,gold-pan-with-dual-riffles-prospecting-tool-3-colors-and-sizes,"Dual Riffle Gold Pans Gold Prospecting Equipment (3 Colors and Sizes)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1584,12,"dual riffle gold pans prospecting tool with 3 colors",https://asroutdoor.com/products/gold-pan-with-dual-riffles-prospecting-tool-3-colors-and-sizes,1,0,0,0,0,0,0,0,0,3
8493540180268,gid://shopify/Product/8493540180268,asr-outdoor-17pc-complete-backpack-sluice-box-gold-panning-kit-with-10lb-bobby-bo-intermediate-gold-paydirt-3-colors,"17pc Complete Backpack Sluice Box Gold Panning Kit with 10lb Bobby Bo Intermediate Gold Paydirt (3 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3668,22,"10lbs of gold paydirt in a gold panning kit that includes all of the tools needed to pan for gold",https://asroutdoor.com/products/asr-outdoor-17pc-complete-backpack-sluice-box-gold-panning-kit-with-10lb-bobby-bo-intermediate-gold-paydirt-3-colors,1,0,0,0,0,0,0,0,0,3
8493678985516,gid://shopify/Product/8493678985516,15pc-complete-backpack-gold-panning-kit-with-mini-sluice-box-and-3lb-gold-bobby-bo-paydirt-aluminum-or-rubber,"15pc Travel Backpack Gold Panning Kit with Mini Sluice Box and 3lb Gold Bobby Bo Paydirt (2 Styles)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3598,24,"15pc complete gold panning kit with backpack and mini sluice box and 3lbs of gold paydirt gauranteed gold",https://asroutdoor.com/products/15pc-complete-backpack-gold-panning-kit-with-mini-sluice-box-and-3lb-gold-bobby-bo-paydirt-aluminum-or-rubber,1,0,0,0,0,0,0,0,0,3
8495190245676,gid://shopify/Product/8495190245676,gold-prospecting-5pc-beginners-kit-with-gold-pan-vial-snifter-bottle,"5pc Beginners Gold Panning Kit with Pan, Glass Vials, Snifter Bottle, Magnifying Tweezers",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1616,12,"5pc beginner kit with gold pan, glass vials, snifter bottle, and magnifying tweezers",https://asroutdoor.com/products/gold-prospecting-5pc-beginners-kit-with-gold-pan-vial-snifter-bottle,1,0,0,0,0,0,0,0,0,3
8495198667052,gid://shopify/Product/8495198667052,asr-outdoor-backpack-gold-panning-kit-with-mini-sluice-box-14pc-2-styles,"14pc Backpack Gold Panning Kit with Mini Sluice Boxes (2 Styles)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,3188,6,"gold panning kit with mini sluice box and backpack",https://asroutdoor.com/products/asr-outdoor-backpack-gold-panning-kit-with-mini-sluice-box-14pc-2-styles,1,0,0,0,0,0,0,0,0,3
8495203287340,gid://shopify/Product/8495203287340,50-aluminum-folding-sluice-box-gold-prospecting-equipment,"50 Inch Aluminum Folding Gold Sluice Box Prospecting Equipment",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2808,26,"collapsible folding 50 inch sluice box gold prospecting lightweight equipment",https://asroutdoor.com/products/50-aluminum-folding-sluice-box-gold-prospecting-equipment,1,0,0,0,0,0,0,0,0,3
8502255157548,gid://shopify/Product/8502255157548,5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1948,8,"5 piece gold rock classifiers for sifting material",https://asroutdoor.com/products/5-gallong-bucket-gold-panning-classifier-screen-prospecting-equipment,1,0,0,0,0,0,0,0,0,3
8502335045932,gid://shopify/Product/8502335045932,prospecting-sand-scoop-plastic-12-5-inch-trowel,"Large Gold Panning Prospector's Sand Scoop Hand Trowel (4 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3020,10,"prospecting sand scooper made of heavy duty plastic and compatible with gravel, sand, and dirt",https://asroutdoor.com/products/prospecting-sand-scoop-plastic-12-5-inch-trowel,1,0,0,0,0,0,0,0,0,3
8502378823980,gid://shopify/Product/8502378823980,gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes",ACTIVE,"ASR Outdoor","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",,,0,2127,34,"mini classifier set for gold prospecting or sifting material dirt sand gold",https://asroutdoor.com/products/gold-rush-sifting-screen-classifier-sieve-mini-6-inch-multiple-mesh-sizes,1,0,0,0,0,0,0,0,0,3
8502395011372,gid://shopify/Product/8502395011372,gold-panning-aluminum-mini-sluice-box-with-rubber-matting-12-inch,"Mini Portable Aluminum Sluice Box with Rubber Matting Gold Prospecting Equipment, 12 Inch",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2902,20,"12inch mini sluice box with rubber matting gold prospecting gear",https://asroutdoor.com/products/gold-panning-aluminum-mini-sluice-box-with-rubber-matting-12-inch,1,0,0,0,0,0,0,0,0,3
8502409855276,gid://shopify/Product/8502409855276,pocket-sluice-box-for-gold-panning-3-riffle-tpr-rubber-groove-mat-12,"Mini Portable 3 Riffle Rubber Sluice Box Gold Prospecting Equipment, 12 Inch",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3527,12,"small pocket sluice box for gold panning",https://asroutdoor.com/products/pocket-sluice-box-for-gold-panning-3-riffle-tpr-rubber-groove-mat-12,1,0,0,0,0,0,0,0,0,3
8502466216236,gid://shopify/Product/8502466216236,8-5-inch-large-plastic-sand-scoop-for-metal-detector-treasure-hunting,"8.5 inch Large Plastic Sand Scoop for Metal Detector Treasure Hunting (3 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",,,0,1502,13,"large plastic sand scoop scooper for metal detecting treasure hunting",https://asroutdoor.com/products/8-5-inch-large-plastic-sand-scoop-for-metal-detector-treasure-hunting,1,0,0,0,0,0,0,0,0,3
8502535192876,gid://shopify/Product/8502535192876,asr-outdoor-16pc-beginner-geology-rock-hounding-kit-with-mining-tools-and-carry-bag,"16pc Beginner Geology Rock Hounding Kit with Mining Tools and Tool Bag",ACTIVE,"ASR Outdoor","Rock Hounding","Sporting Goods",,,0,3166,17,"Chisel set with rock hounding backpack",https://asroutdoor.com/products/asr-outdoor-16pc-beginner-geology-rock-hounding-kit-with-mining-tools-and-carry-bag,1,0,0,0,0,0,0,0,0,3
8502573924652,gid://shopify/Product/8502573924652,5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,548,10,"snifter bottle snuffer bottle multiple in a pack geology science equipment",https://asroutdoor.com/products/5-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,1,0,0,0,0,0,0,0,0,3
8502621208876,gid://shopify/Product/8502621208876,rubber-mat-riffled-sluice-box-matting-for-gold-recovery-27x10-inch,"Large Rubber Riffled Sluice Box Matting for Gold Recovery, 27 x 10 inch",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3421,12,"Rubber Sluice Mat V grooved mat gold panning",https://asroutdoor.com/products/rubber-mat-riffled-sluice-box-matting-for-gold-recovery-27x10-inch,1,0,0,0,0,0,0,0,0,3
8502631498028,gid://shopify/Product/8502631498028,mini-sluice-box-with-3-5-gallon-bucket-gold-panning-kit-20pc,"20pc Mini Pocket Sluice Box with 3.5 Gallon Bucket Gold Panning Kit (2 Styles)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3803,19,"20pc mini sluice box kit with 5 gallon bucket to catch gold",https://asroutdoor.com/products/mini-sluice-box-with-3-5-gallon-bucket-gold-panning-kit-20pc,1,0,0,0,0,0,0,0,0,3
8504355389740,gid://shopify/Product/8504355389740,10pc-gold-panning-starter-set-kit-gold-rush-prospecting-tools,"10pc Beginner Gold Panning Kit Gold Prospecting Equipment (3 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,2443,41,"10pc gold panning starter set kit gold prospecting tools for beginners",https://asroutdoor.com/products/10pc-gold-panning-starter-set-kit-gold-rush-prospecting-tools,1,0,0,0,0,0,0,0,0,3
8504457167148,gid://shopify/Product/8504457167148,4x-magnification-magnifying-tweezers-gold-panning-accessory,"4x Magnification Steel Magnifying Tweezers Gold Prospecting Equipment, 1 Pair",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,578,0,"A pair of silver-colored stainless steel magnifying tweezers with a 1 inch diameter optical quality glass lens.",https://asroutdoor.com/products/4x-magnification-magnifying-tweezers-gold-panning-accessory,1,0,0,0,0,0,0,0,0,3
8517567316268,gid://shopify/Product/8517567316268,10-inch-single-riffle-standard-gold-pan-multiple-colors,"10 Inch Traditional Single Riffle Standard Gold Pan (3 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,914,19,"three gold pan color variations: green, purple and black",https://asroutdoor.com/products/10-inch-single-riffle-standard-gold-pan-multiple-colors,1,0,0,0,0,0,0,0,0,3
8517589303596,gid://shopify/Product/8517589303596,14-inch-ridge-riffle-gold-pan-with-water-guide-2-colors,"14 Inch Traditional Large Single Ridge Riffle Finishing Gold Pan with Water Guide (2 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1623,7,"prospectors pan 14 inch riffled gold pan with water guide",https://asroutdoor.com/products/14-inch-ridge-riffle-gold-pan-with-water-guide-2-colors,1,0,0,0,0,0,0,0,0,3
8517722669356,gid://shopify/Product/8517722669356,gold-panning-precision-plastic-dropper-pipette-5-5-inch-3ml-multiple-pack-sizes,"3mL Gold Panning Precision Plastic Dropper Pipettes 5.5 Inch (Multiple Pack Sizes)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,876,5,"Three clear, 3mL precision plastic dropper pipettes, approximately 5.5 inches in length, with visible graduation markers.",https://asroutdoor.com/products/gold-panning-precision-plastic-dropper-pipette-5-5-inch-3ml-multiple-pack-sizes,1,0,0,0,0,0,0,0,0,3
8517884444972,gid://shopify/Product/8517884444972,50-inch-aluminum-folding-sluice-box-for-gold-prospecting-backpack-kit-3-colors,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3424,19,"50 inch folding sluice box with outdoor backpack",https://asroutdoor.com/products/50-inch-aluminum-folding-sluice-box-for-gold-prospecting-backpack-kit-3-colors,1,0,0,0,0,0,0,0,0,3
8521682682156,gid://shopify/Product/8521682682156,asr-outdoor-black-drawstring-backpack-gym-bag-hiking-gear-20-x-16-inches,"ASR Outdoor Black Drawstring Backpack Gym Bag Hiking Gear, 20 x 16 Inches",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1317,17,"simple black drawstring bag",https://asroutdoor.com/products/asr-outdoor-black-drawstring-backpack-gym-bag-hiking-gear-20-x-16-inches,1,0,0,0,0,0,0,0,0,3
8521725116716,gid://shopify/Product/8521725116716,7pc-classic-field-gold-panning-kit-with-dual-riffle-gold-pans-2-colors,"7pc Classic Field Beginner Gold Panning Kit with Dual Riffle Gold Pans (2 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2553,22,"The image shows two green dual riffle gold pans and a pair of magnifying tweezers, which are part of the ASR Outdoor classic field gold panning kit.",https://asroutdoor.com/products/7pc-classic-field-gold-panning-kit-with-dual-riffle-gold-pans-2-colors,1,0,0,0,0,0,0,0,0,3
8521740910892,gid://shopify/Product/8521740910892,4pc-dual-riffle-gold-pan-set-gold-prospecting-equipment-2-colors,"4pc Dual Riffle Gold Pan Set Gold Prospecting Equipment (2 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,2118,22,"set of 4 gold pans dual riffle gold pans heavy duty plastic bundle",https://asroutdoor.com/products/4pc-dual-riffle-gold-pan-set-gold-prospecting-equipment-2-colors,1,0,0,0,0,0,0,0,0,3
8521749922092,gid://shopify/Product/8521749922092,14pc-finishing-gold-prospecting-equipment-gold-panning-kit-black,"14pc Beginner Finishing Gold Prospecting Equipment Gold Panning Kit, Black",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2406,0,"14pc finishing gold pan prospecting equipment used to find real gold",https://asroutdoor.com/products/14pc-finishing-gold-prospecting-equipment-gold-panning-kit-black,1,0,0,0,0,0,0,0,0,3
8521757655340,gid://shopify/Product/8521757655340,asr-outdoor-complete-gold-panning-kit-prospecting-equipment-with-classifier-screens-dual-riffle-gold-pans-11pc,"11pc Complete Gold Panning Kit with Classifier Screens, Gold Pans and Prospecting Tools, Green",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2384,16,"gold prospecting kit with gold pan set of 3 easy way to get gold",https://asroutdoor.com/products/asr-outdoor-complete-gold-panning-kit-prospecting-equipment-with-classifier-screens-dual-riffle-gold-pans-11pc,1,0,0,0,0,0,0,0,0,3
8521778561324,gid://shopify/Product/8521778561324,gold-panning-portable-compact-magnetic-pickup-tool-with-quick-release-rubber-handle,"Magnetic Pick Up Tool – Gold Prospecting Black Sand Separator Magnet with Quick Release Handle (2 Sizes)",ACTIVE,"ASR Outdoor","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",,,0,1398,8,"portable gold panning compact magnetic pickup tool magnet",https://asroutdoor.com/products/gold-panning-portable-compact-magnetic-pickup-tool-with-quick-release-rubber-handle,1,0,0,0,0,0,0,0,0,3
8521788588332,gid://shopify/Product/8521788588332,2-inch-precious-metal-testing-stone-for-gold-panning,"2 Inch Natural Testing Stone Prospecting Tools, Black",ACTIVE,"ASR Outdoor","Gold Panning","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Rocks & Fossils > Minerals",,,0,510,3,"A black, rectangular testing stone used for prospecting and determining the precious metal content of a metal.",https://asroutdoor.com/products/2-inch-precious-metal-testing-stone-for-gold-panning,1,0,0,0,0,0,0,0,0,3
8521842229548,gid://shopify/Product/8521842229548,miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",,,0,865,12,"Rolls of Miners Moss Sluice Box Matting in green, gray, and blue colors, typically used for gold prospecting.",https://asroutdoor.com/products/miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,1,0,0,0,0,0,0,0,0,3
8521873916204,gid://shopify/Product/8521873916204,aluminum-sluice-box-with-rubber-tpr-riffle-matting-gold-prospecting-equipment-34-inch,"Aluminum Sluice Box with Rubber TPR Riffle Matting, Gold Prospecting Equipment, 34 Inch",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3092,10,"34 inch alumninum sluice box with rubber matting tpr riffle mat gold prospecing panning equipment",https://asroutdoor.com/products/aluminum-sluice-box-with-rubber-tpr-riffle-matting-gold-prospecting-equipment-34-inch,1,0,0,0,0,0,0,0,0,3
8521901801772,gid://shopify/Product/8521901801772,metal-detector-2-in-1-plastic-black-scoop-with-steel-probe,"2 in 1 Metal Detector Sand Scoop with Built-in Steel Probe, Black",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2853,13,"A black plastic gold panning shovel with a built-in steel probe handle and a detachable metal part.",https://asroutdoor.com/products/metal-detector-2-in-1-plastic-black-scoop-with-steel-probe,1,0,0,0,0,0,0,0,0,3
8521944531244,gid://shopify/Product/8521944531244,22pc-complete-finishing-gold-panning-kit-with-rock-pick-hammer-green,"22pc Complete Finishing Gold Panning Kit with Rock Pick Hammer, Green",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2490,13,"24pc full gold panning kit includes dual riffle pans magnet snifter bottles deep stack classifier and rock hammer pick",https://asroutdoor.com/products/22pc-complete-finishing-gold-panning-kit-with-rock-pick-hammer-green,1,0,0,0,0,0,0,0,0,3
8521946104108,gid://shopify/Product/8521946104108,27-compact-aluminum-sluice-box-with-flared-mouth-gold-prospecting,"27 Inch Compact Aluminum Sluice Box with Flared Mouth Gold Prospecting Equipment",ACTIVE,"ASR Outdoor","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Machinery",,,0,2832,13,"A 27 inch compact aluminum sluice box with flared mouth, featuring layers of gold trapping material and a blue shoulder strap.",https://asroutdoor.com/products/27-compact-aluminum-sluice-box-with-flared-mouth-gold-prospecting,1,0,0,0,0,0,0,0,0,3
8521959866668,gid://shopify/Product/8521959866668,green-heavy-duty-plastic-gold-rush-gold-panning-hand-scoop-trowel,"Green Gold Rush Lightweight Hand Scoop Trowel Gold Prospecting Equipment",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2720,10,"hand trowel heavy duty gold panning hand scoop",https://asroutdoor.com/products/green-heavy-duty-plastic-gold-rush-gold-panning-hand-scoop-trowel,1,0,0,0,0,0,0,0,0,3
8521967042860,gid://shopify/Product/8521967042860,gold-prospecting-black-sand-5lb-magnetic-steel-pocket-separator-pen,"5lbs Magnetic Black Sand Steel Pocket Separator Pen Pick Up Tool",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2001,10,"black sand 5lb magnet used for gold prospecting magnet pen",https://asroutdoor.com/products/gold-prospecting-black-sand-5lb-magnetic-steel-pocket-separator-pen,1,0,0,0,0,0,0,0,0,3
8521979887916,gid://shopify/Product/8521979887916,gold-mining-compact-magnetic-prospectors-pick-axe,"Heavy Duty Collapsable Magnetic Prospectors Pick Axe Gold Prospecting Equipment, Silver",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2589,6,"A silver collapsible magnetic prospectors pick axe with a knurled aluminum handle, stainless steel head, and black grip sleeve, displayed in its entirety with a focus on the head.",https://asroutdoor.com/products/gold-mining-compact-magnetic-prospectors-pick-axe,1,0,0,0,0,0,0,0,0,3
8521988899116,gid://shopify/Product/8521988899116,gold-rush-prospecting-sand-scoop-beveled-riffle-edge-12-5-inch-green,"12.5 Inch Riffled Edge Prospector's Sand Scoop Gold Prospecting Equipment, Green",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,2188,9,"gold rush proscpecting sand scoop with riffled edge",https://asroutdoor.com/products/gold-rush-prospecting-sand-scoop-beveled-riffle-edge-12-5-inch-green,1,0,0,0,0,0,0,0,0,3
8522103718188,gid://shopify/Product/8522103718188,21pc-testing-and-finishing-gold-panning-kit-with-tool-box,"21pc Testing and Finishing Gold Panning Kit with Tool Box",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1772,24,"gold recovery collecting kit test gold quality melting crucible",https://asroutdoor.com/products/21pc-testing-and-finishing-gold-panning-kit-with-tool-box,1,0,0,0,0,0,0,0,0,3
8522154967340,gid://shopify/Product/8522154967340,10l-collapsible-bucket-and-stand-gold-prospecting-equipment-6pc,"10L Collapsible Silicone Bucket Gold Prospecting Equipment",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,1602,0,"10 liter collapsible bucket gold prospecting kit with classifiers",https://asroutdoor.com/products/10l-collapsible-bucket-and-stand-gold-prospecting-equipment-6pc,1,0,0,0,0,0,0,0,0,3
8522216636716,gid://shopify/Product/8522216636716,3-5-or-5-gallon-white-heavy-duty-bucket-with-handle-gold-prospecting-equipment,"3.5 or 5 Gallon White Heavy Duty Bucket with Handle Gold Prospecting Equipment",ACTIVE,"ASR Outdoor","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",,,0,272,16,"5 gallon bucket white",https://asroutdoor.com/products/3-5-or-5-gallon-white-heavy-duty-bucket-with-handle-gold-prospecting-equipment,1,0,0,0,0,0,0,0,0,3
8525101793580,gid://shopify/Product/8525101793580,4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)",ACTIVE,"ASR Outdoor","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",,,0,1471,0,"A white plastic snifter snuffer bottle with a squeeze nozzle, featuring the ASR Outdoor logo.",https://asroutdoor.com/products/4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,1,0,0,0,0,0,0,0,0,3
8525173948716,gid://shopify/Product/8525173948716,16pc-traditional-sluice-box-finishg-gold-panning-kit-with-classifier-screens-2-styles,"16pc Traditional Sluice Box Finishing Gold Panning Kit with Classifier Screens, Green",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3106,11,"16pc gold panning kit find gold pans sluice box classifiers",https://asroutdoor.com/products/16pc-traditional-sluice-box-finishg-gold-panning-kit-with-classifier-screens-2-styles,1,0,0,0,0,0,0,0,0,3
8571037516076,gid://shopify/Product/8571037516076,38pc-deluxe-geology-rock-hounding-kit-with-mining-tools-and-musette-carry-bag,"40pc Deluxe Geology Rock Hounding Kit with Mining Tools and Musette Tool Bag",ACTIVE,"ASR Outdoor","Rock Hounding","Sporting Goods",,,0,2982,7,"A comprehensive set of rock hounding tools including a hammer, gloves, magnifying loupe, goggles, brushes, classifier sieve, snifter bottle, plastic baggies, tweezers, chisel, aluminum containers, and a yellow and green nylon tote bag.",https://asroutdoor.com/products/38pc-deluxe-geology-rock-hounding-kit-with-mining-tools-and-musette-carry-bag,1,0,0,0,0,0,0,0,0,3
