numeric_id,old_product_title,new_seo_title
10100504035628,"Mini Logo EDC Small Pocket Knife Multitool (4 Colors)","Mini Logo EDC Pocket Knife Multitool | ASR Outdoor"
10101810626860,"6pk Large Aluminum Carabiner Spring Clip with Keychain (3.25 Inches, Assorted Colors)","Large Aluminum Carabiner Spring Clip, 6pk | ASR Outdoor"
10157710999852,"Kids 8X High-Res Optics Compact Binoculars Outdoor Travel Gift with Lanyard, Blue","Kids 8x Compact Binoculars with Lanyard | ASR Outdoor"
10158773862700,"First Aid Kit in Plastic Waterproof Case Survival Gear Emergency Preparedness Item, 50pc","First Aid Kit in Waterproof Case, 50pc | ASR Outdoor"
10165489860908,"10 Inch Triple Riffle Gold Pan Gold Prospecting Equipment, Green","10-Inch Triple Riffle Gold Pan | ASR Outdoor"
10165513879852,"10 Inch Bottom Dual Riffle Gold Pan Gold Prospecting Equipment, Green","10-Inch Bottom Dual Riffle Gold Pan | ASR Outdoor"
10169362415916,"Dual Grit Knife Blade Sharpening Stones, 120/240 (2 Sizes)","Dual Grit Knife Sharpening Stone, 120/240 | ASR Outdoor"
10246630015276,"Weather Resistant Nylon Rock Hounding Equipment Tool Bag with Shoulder Strap (18 x 8.5 x 11 inches)","Nylon Rock Hounding Tool Bag, Shoulder Strap | ASR Outdoor"
10246633947436,"4pc Premium Quality Aluminum Eye Loupe Set for Rock Hounding Geology Gold Prospecting (2.5X 5X 7.5X 10X)","Aluminum Eye Loupe Set for Rock Hounding, 4pc | ASR Outdoor"
10246636929324,"20pc Complete Aluminum Storage Container Set for Rock Hounding Gold Prospecting Gemstones Geology","Aluminum Storage Container Set, Rock Hounding | ASR Outdoor"
10246948356396,"3000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches","3000-Lumen Rechargeable Flashlight, SOS Mode | ASR Outdoor"
10246952878380,"2000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches","2000-Lumen Rechargeable Flashlight, SOS Mode | ASR Outdoor"
10246957728044,"Mini Stick On LED Lights 6 Pack Battery Operated Puck Lights with Magnet and Adhesive for Camping Gear RV Tool Boxes","Mini Stick-On LED Puck Lights, 6-Pack | ASR Outdoor"
10251979817260,"Waterproof Pocket Notebook All Weather Field Notes Journal (50 Sheets with Pencil)","Waterproof Pocket Notebook, 50 Sheets | ASR Outdoor"
10251985387820,"Stainless Steel Signaling Mirror - Emergency Survival Mirror for Hiking, Camping & Outdoor Safety","Stainless Steel Emergency Signaling Mirror | ASR Outdoor"
10251991187756,"Waterproof Emergency Rain Poncho Lightweight Camping & Hiking Rain Protection (Clear, 1pk)","Waterproof Emergency Rain Poncho, Lightweight | ASR Outdoor"
10252002165036,"2 Person Emergency Survival Shelter Lightweight Reflective Waterproof Tent","2-Person Emergency Survival Shelter Tent | ASR Outdoor"
10252005343532,"Reusable Thermal Mylar Emergency Blanket Sleeping Bag Bivvy Sack 40um Thickness","Thermal Mylar Emergency Bivvy Sleeping Bag | ASR Outdoor"
10253890748716,"5 Gallon Collapsible Water Container Portable Camping & Emergency Water Storage","5-Gallon Collapsible Water Container | ASR Outdoor"
10253903167788,"Natural Citronella Mosquito Repellent Bracelet Wrist Band (4 Colors)","Natural Citronella Mosquito Repellent Bracelet | ASR Outdoor"
10253919387948,"19L Everyday Front Griptape Backpack with Padded Shoulder Straps, Green/Blue","19L Everyday Backpack, Padded Shoulder Straps | ASR Outdoor"
10264366874924,"1pc Stainless Steel Gold Prospecting Carabiner Keychain, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)","Gold Prospecting Carabiner Keychain | ASR Outdoor"
10314358030636,"Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor Canopy, 94.5 Inches","Mosquito Net with Mounting Kit for Camping | ASR Outdoor"
10340913053996,"5pc Metal Detecting Tools Kit with Drawstring Backpack (3 Colors)","Metal Detecting Tools Kit with Backpack, 5pc | ASR Outdoor"
