handle,product_title,variant_title,sku,gtin_barcode,mpn,seo_title,seo_description,gpc,gender,age_group,condition,size_system,size_type
14-inch-ridge-riffle-gold-pan-with-water-guide-2-colors,"14 Inch Traditional Large Single Ridge Riffle Finishing Gold Pan with Water Guide (2 Colors)",Black,SON-ASRO-GOLDPAN-14BLK,00706569310139,ASRO-GP14BLK,"14-Inch Single Riffle Finishing Gold Pan | ASR Outdoor","Large 14-inch single-riffle finishing gold pan with a water guide for working bigger deposits. High-contrast green or black to spot fine gold, in rust-free ABS.",1013,unisex,adult,new,US,regular
gold-panning-precision-plastic-dropper-pipette-5-5-inch-3ml-multiple-pack-sizes,"3mL Gold Panning Precision Plastic Dropper Pipettes 5.5 Inch (Multiple Pack Sizes)",25,SON-PLASTICDROPPERS-25PACK-BUN,00810131708351,ASROPD1PC,"3mL Gold Panning Dropper Pipettes, 5.5-Inch | ASR Outdoor","Precision 5.5-inch 3mL plastic dropper pipettes for drawing and dispensing fine gold and liquids while panning. Non-toxic with graduation markers.",1013,unisex,adult,new,US,regular
gold-panning-precision-plastic-dropper-pipette-5-5-inch-3ml-multiple-pack-sizes,"3mL Gold Panning Precision Plastic Dropper Pipettes 5.5 Inch (Multiple Pack Sizes)",50,SON-PLASTICDROPPERS-50PACK-BUN,00060886397717,ASROPD50PC,"3mL Gold Panning Dropper Pipettes, 5.5-Inch | ASR Outdoor","Precision 5.5-inch 3mL plastic dropper pipettes for drawing and dispensing fine gold and liquids while panning. Non-toxic with graduation markers.",1013,unisex,adult,new,US,regular
gold-panning-precision-plastic-dropper-pipette-5-5-inch-3ml-multiple-pack-sizes,"3mL Gold Panning Precision Plastic Dropper Pipettes 5.5 Inch (Multiple Pack Sizes)",100,SON-PLASTICDROPPERS-100PACK,00810058485137,ASROPD100PC,"3mL Gold Panning Dropper Pipettes, 5.5-Inch | ASR Outdoor","Precision 5.5-inch 3mL plastic dropper pipettes for drawing and dispensing fine gold and liquids while panning. Non-toxic with graduation markers.",1013,unisex,adult,new,US,regular
50-inch-aluminum-folding-sluice-box-for-gold-prospecting-backpack-kit-3-colors,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)",Black,SON-FOLDINGSLUICEBOXBACKPACK-BUN,00060886630371,ASROSBBPKIT,"50-Inch Folding Sluice Box Backpack Kit | ASR Outdoor","50-inch folding aluminum gold sluice box paired with a 30L canvas backpack. Locks rigid in the stream and folds compact to pack into remote prospecting sites.",1013,unisex,adult,new,US,regular
50-inch-aluminum-folding-sluice-box-for-gold-prospecting-backpack-kit-3-colors,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)",Green,SON-FOLDINGSLUICEBOXBACKPACK-BUN-GREEN,00810058485588,ASROSBBPKIT-GREEN,"50-Inch Folding Sluice Box Backpack Kit | ASR Outdoor","50-inch folding aluminum gold sluice box paired with a 30L canvas backpack. Locks rigid in the stream and folds compact to pack into remote prospecting sites.",1013,unisex,adult,new,US,regular
50-inch-aluminum-folding-sluice-box-for-gold-prospecting-backpack-kit-3-colors,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)","Desert Khaki",SON-FOLDINGSLUICEBOXBACKPACK-KHAKI,00855569008284,ASROSBBPKIT-KH,"50-Inch Folding Sluice Box Backpack Kit | ASR Outdoor","50-inch folding aluminum gold sluice box paired with a 30L canvas backpack. Locks rigid in the stream and folds compact to pack into remote prospecting sites.",1013,unisex,adult,new,US,regular
50-inch-aluminum-folding-sluice-box-for-gold-prospecting-backpack-kit-3-colors,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)",Brown,SON-FOLDINGSLUICEBOXBACKPACK-BUN-BROWN,00810131709655,ASROSBBPK,"50-Inch Folding Sluice Box Backpack Kit | ASR Outdoor","50-inch folding aluminum gold sluice box paired with a 30L canvas backpack. Locks rigid in the stream and folds compact to pack into remote prospecting sites.",1013,unisex,adult,new,US,regular
asr-outdoor-black-drawstring-backpack-gym-bag-hiking-gear-20-x-16-inches,"ASR Outdoor Black Drawstring Backpack Gym Bag Hiking Gear, 20 x 16 Inches","Default Title",SON-AOMDBWSB-17X125-BLCK,00032281188146,BDBS16,"Drawstring Backpack Gym Bag, 20x16-Inch | ASR Outdoor","Lightweight 20 x 16-inch drawstring backpack for hiking, camping, gym, and travel. Spacious top-loading cinch bag that carries gear without weighing you down.",100,unisex,adult,new,US,regular
asr-outdoor-30l-heavy-stitch-gold-panning-backpack-camping-canvas-rucksack-3-colors,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)",Khaki,EVR-CANVAS-BACKPACK-KHAKI,00060886771555,CANBPKH,"30L Canvas Gold Panning Backpack Rucksack | ASR Outdoor","Durable 30L canvas rucksack built for gold panning, camping, and hiking gear. Heavy-stitched, large-capacity backpack made to handle rough field use.",100,unisex,adult,new,US,regular
asr-outdoor-30l-heavy-stitch-gold-panning-backpack-camping-canvas-rucksack-3-colors,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)","OD Green",EVR-CANVAS-BACKPACK-GRN,00810058480910,ASROBKPK-GRN,"30L Canvas Gold Panning Backpack Rucksack | ASR Outdoor","Durable 30L canvas rucksack built for gold panning, camping, and hiking gear. Heavy-stitched, large-capacity backpack made to handle rough field use.",100,unisex,adult,new,US,regular
asr-outdoor-30l-heavy-stitch-gold-panning-backpack-camping-canvas-rucksack-3-colors,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)",Black,EVR-CANVAS-BACKPACK-BLACK,00060886452409,CANBPBK,"30L Canvas Gold Panning Backpack Rucksack | ASR Outdoor","Durable 30L canvas rucksack built for gold panning, camping, and hiking gear. Heavy-stitched, large-capacity backpack made to handle rough field use.",100,unisex,adult,new,US,regular
asr-outdoor-30l-heavy-stitch-gold-panning-backpack-camping-canvas-rucksack-3-colors,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)",Brown,EVR-CANVAS-BACKPACK-BROWN,00810131701925,CANBPBRWN,"30L Canvas Gold Panning Backpack Rucksack | ASR Outdoor","Durable 30L canvas rucksack built for gold panning, camping, and hiking gear. Heavy-stitched, large-capacity backpack made to handle rough field use.",100,unisex,adult,new,US,regular
7pc-classic-field-gold-panning-kit-with-dual-riffle-gold-pans-2-colors,"7pc Classic Field Beginner Gold Panning Kit with Dual Riffle Gold Pans (2 Colors)",Black,SON-BLKGKIT2020-7PC,00810058480637,12DRBLKGK7,"Field Gold Panning Kit, Dual Riffle Pans, 7pc | ASR Outdoor","Classic 7-piece gold panning kit with two dual-riffle pans, magnifying tweezers, and three glass vials. A field-ready starter set for beginners and pros.",361,unisex,adult,new,US,regular
7pc-classic-field-gold-panning-kit-with-dual-riffle-gold-pans-2-colors,"7pc Classic Field Beginner Gold Panning Kit with Dual Riffle Gold Pans (2 Colors)",Green,SON-GRNGKIT2020-7PC-2,00810058486646,12DRGRNGK7,"Field Gold Panning Kit, Dual Riffle Pans, 7pc | ASR Outdoor","Classic 7-piece gold panning kit with two dual-riffle pans, magnifying tweezers, and three glass vials. A field-ready starter set for beginners and pros.",361,unisex,adult,new,US,regular
4pc-dual-riffle-gold-pan-set-gold-prospecting-equipment-2-colors,"4pc Dual Riffle Gold Pan Set Gold Prospecting Equipment (2 Colors)",Black,SON-DUALRIFFBLK-4PC,00810058489876,ASRODRBLK4PC,"Dual Riffle Gold Pan Set, 4pc | ASR Outdoor","Four-piece dual-riffle gold pan set with micro and deep riffle zones for efficient recovery. Great for family riverbed panning or advanced prospecting trips.",361,unisex,adult,new,US,regular
4pc-dual-riffle-gold-pan-set-gold-prospecting-equipment-2-colors,"4pc Dual Riffle Gold Pan Set Gold Prospecting Equipment (2 Colors)",Green,SON-DUALRIFFGRN-4PC,00810058489821,ASRODRGRN4PC,"Dual Riffle Gold Pan Set, 4pc | ASR Outdoor","Four-piece dual-riffle gold pan set with micro and deep riffle zones for efficient recovery. Great for family riverbed panning or advanced prospecting trips.",361,unisex,adult,new,US,regular
14pc-finishing-gold-prospecting-equipment-gold-panning-kit-black,"14pc Beginner Finishing Gold Prospecting Equipment Gold Panning Kit, Black","Default Title",DOY-BLACKPANESSENTIALGEMS-KIT-WSH,00617245081253,22237,"Beginner Finishing Gold Panning Kit, 14pc | ASR Outdoor","Beginner 14-piece gold panning kit with a 10-inch black single-riffle pan, twelve glass vials, and magnifying tweezers for locating and storing your finds.",1013,unisex,adult,new,US,regular
asr-outdoor-complete-gold-panning-kit-prospecting-equipment-with-classifier-screens-dual-riffle-gold-pans-11pc,"11pc Complete Gold Panning Kit with Classifier Screens, Gold Pans and Prospecting Tools, Green","Default Title",SON-GOLDKIT11PC-2022-BUN,00810058488886,ASROGPK11PC22,"Gold Panning Kit with Classifier Screens, 11pc | ASR Outdoor","11-piece gold panning kit with two classifier screens, three dual-riffle pans, a magnetic separator, scoop, snifter, and tweezers. Sift, recover, and store.",2187,unisex,adult,new,US,regular
gold-panning-portable-compact-magnetic-pickup-tool-with-quick-release-rubber-handle,"Magnetic Pick Up Tool - Gold Prospecting Black Sand Separator Magnet with Quick Release Handle (2 Sizes)",8lb,SON-MSPT-8LBS,00060886654032,MSPUT8LBS,"Magnetic Black Sand Separator Pick-Up Tool | ASR Outdoor","Magnetic pick-up tool that separates black sand and iron from your concentrate, with 8lb or 16lb pull and a quick-release handle. Speeds up gold cleanup.",7472,unisex,adult,new,US,regular
gold-panning-portable-compact-magnetic-pickup-tool-with-quick-release-rubber-handle,"Magnetic Pick Up Tool - Gold Prospecting Black Sand Separator Magnet with Quick Release Handle (2 Sizes)",16lb,SON-MSPT-35X9,00764324089089,MSPUT,"Magnetic Black Sand Separator Pick-Up Tool | ASR Outdoor","Magnetic pick-up tool that separates black sand and iron from your concentrate, with 8lb or 16lb pull and a quick-release handle. Speeds up gold cleanup.",7472,unisex,adult,new,US,regular
2-inch-precious-metal-testing-stone-for-gold-panning,"2 Inch Natural Testing Stone Prospecting Tools, Black","Default Title",SON-AOPMTSFGP-SML-GRY,00060886031550,ASRGTS,"2-Inch Natural Gold Testing Stone | ASR Outdoor","Natural 2-inch testing stone for gold panning and jewelry making. Check whether metal is precious and test karat content (use with solution and needles).",2187,unisex,adult,new,US,regular
19pc-ultimate-gold-panning-kit-with-classifier-screens-gold-pans-rock-pick,"19pc Ultimate Gold Panning Kit with Classifier Screens, Gold Pans, Rock Pick","Default Title",DOY-PANNINGMATERIALS-KIT,00608866851868,19GPKB,"Gold Panning Kit, Classifiers & Pick, 19pc | ASR Outdoor","Complete 19-piece gold panning kit with classifier screens, gold pans, a rock pick, and storage vials. Sort, classify, and store finds at any skill level.",1013,unisex,adult,new,US,regular
miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","12"" x 36"" / Green",SON-12X36IGMMSBM-12X36-SM-GRN,00635204396033,GnMM1236,"Miners Moss Sluice Box Matting for Gold | ASR Outdoor","Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",3937,unisex,adult,new,US,regular
miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","12"" x 36"" / Blue",SON-12X36IBMMSBM-12X36-SM-BL,00693475460860,BMM1236,"Miners Moss Sluice Box Matting for Gold | ASR Outdoor","Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",3937,unisex,adult,new,US,regular
miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","12"" x 36"" / Grey",SON-12X36IGMMSBM-12X36-GRY-SM-2,00787757024328,GMM1236,"Miners Moss Sluice Box Matting for Gold | ASR Outdoor","Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",3937,unisex,adult,new,US,regular
miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","24"" x 36"" / Green",SON-24X36IGMMSBM-24X36-MED-GRN,00715238361846,GMM2436,"Miners Moss Sluice Box Matting for Gold | ASR Outdoor","Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",3937,unisex,adult,new,US,regular
miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","24"" x 36"" / Blue",SON-24X36IBMMSBM-24X36-MED-BL,00768602490451,BRMM2436,"Miners Moss Sluice Box Matting for Gold | ASR Outdoor","Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",3937,unisex,adult,new,US,regular
miners-moss-sluice-box-matting-for-gold-prospecting-multiple-sizes-and-colors,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","24"" x 36"" / Grey",SON-24X36IGMMSBM-24X36-MED-GRY,00875393501126,GRMM2436,"Miners Moss Sluice Box Matting for Gold | ASR Outdoor","Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",3937,unisex,adult,new,US,regular
aluminum-sluice-box-with-rubber-tpr-riffle-matting-gold-prospecting-equipment-34-inch,"Aluminum Sluice Box with Rubber TPR Riffle Matting, Gold Prospecting Equipment, 34 Inch","Default Title",SON-RUBBER-SLUICEBOX-RIFFLES,00810058482419,ASRO-34,"34-Inch Aluminum Sluice Box, TPR Matting | ASR Outdoor","Lightweight 34-inch aluminum sluice box with precut TPR rubber matting and three riffle traps. Easy to deploy in the field for high-yield gold recovery.",1013,unisex,adult,new,US,regular
metal-detector-2-in-1-plastic-black-scoop-with-steel-probe,"2 in 1 Metal Detector Sand Scoop with Built-in Steel Probe, Black","Default Title",SON-PROBESCOOP-BLK,00810058480286,PNSBLK14,"2-in-1 Metal Detector Sand Scoop with Probe | ASR Outdoor","Two-in-one plastic sand scoop with a built-in steel probe for metal detecting and gold panning. Dig, sift, and pinpoint targets in sand and riverbed gravel.",2187,unisex,adult,new,US,regular
22pc-complete-finishing-gold-panning-kit-with-rock-pick-hammer-green,"22pc Complete Finishing Gold Panning Kit with Rock Pick Hammer, Green","Default Title",ASR-AOUGPK-BUN-A-GRN-BNDL,00839517212404,22GPKB,"Finishing Gold Panning Kit, Rock Pick, 22pc | ASR Outdoor","Complete 22-piece finishing gold panning kit with a rock pick hammer, classifier screen, gold pan, snuffer bottles, vials, and tweezers. Recover, clean, store.",2187,unisex,adult,new,US,regular
27-compact-aluminum-sluice-box-with-flared-mouth-gold-prospecting,"27 Inch Compact Aluminum Sluice Box with Flared Mouth Gold Prospecting Equipment","Default Title",SON-ASRO-FIXEDSLUICE-27INCH,00810131701307,V34AVS5B0,"27-Inch Compact Aluminum Sluice Box | ASR Outdoor","Compact 27-inch aluminum sluice box with a flared mouth and four gold-trapping layers, including miners moss and steel riffles. Ready to run out of the box.",1013,unisex,adult,new,US,regular
green-heavy-duty-plastic-gold-rush-gold-panning-hand-scoop-trowel,"Green Gold Rush Lightweight Hand Scoop Trowel Gold Prospecting Equipment","Default Title",SON-FEEDSCOOP-GRN-GP3-SS21,00810058488879,PFSGRN12,"Lightweight Gold Prospecting Scoop Trowel | ASR Outdoor","Lightweight green gold panning scoop with a 2-cup capacity, etched depth gauge, and ridged handle. An essential digging and scooping tool for prospecting.",1013,unisex,adult,new,US,regular
gold-prospecting-black-sand-5lb-magnetic-steel-pocket-separator-pen,"5lbs Magnetic Black Sand Steel Pocket Separator Pen Pick Up Tool","Default Title",SON-PICKUPPEN-5LB,00810058486875,ASRO5LBPP,"Magnetic Black Sand Separator Pocket Pen | ASR Outdoor","Pocket magnetic separator pen with 5lb pull to lift black sand and iron from your concentrate. Stainless steel and water-resistant for fast gold cleanup.",1013,unisex,adult,new,US,regular
gold-mining-compact-magnetic-prospectors-pick-axe,"Heavy Duty Collapsable Magnetic Prospectors Pick Axe Gold Prospecting Equipment, Silver","Default Title",SON-PROSPECTORS-PICK-GP-PK151,00060886844655,CMPP,"Collapsible Magnetic Prospecting Pick Axe | ASR Outdoor","Collapsible 18.75-inch magnetic prospectors pick axe with two 15lb magnets to lift iron as you dig. Folds to a 10-inch length with a nylon carry case.",1013,unisex,adult,new,US,regular
gold-rush-prospecting-sand-scoop-beveled-riffle-edge-12-5-inch-green,"12.5 Inch Riffled Edge Prospector's Sand Scoop Gold Prospecting Equipment, Green","Default Title",SON-RIFFLESCOOP-GRN,00810058482860,ASROGSCRIFGRN1,"12.5-Inch Riffled Gold Prospecting Sand Scoop | ASR Outdoor","Green 12.5-inch sand scoop with a beveled edge and eight built-in riffles that catch gold as you dig. A lightweight alternative to hauling a full sluice box.",1013,unisex,adult,new,US,regular
sluice-box-gold-panning-kit-with-1-2-classifier-prospecting-equipment-21pc,"21pc Folding 50 Inch Aluminum Sluice Box Gold Panning Kit with Gold Recovery Prospecting Tools","Default Title",SON-DLXSLUICEKIT-2020-2-BUN,00855569004828,ASRODLXSBK2020,"Folding Sluice Box Gold Panning Kit, 21pc | ASR Outdoor","21-piece gold panning kit with a 50-inch folding aluminum sluice box, classifier screen, and recovery tools. Rust-free and ready to process material.",1013,unisex,adult,new,US,regular
21pc-testing-and-finishing-gold-panning-kit-with-tool-box,"21pc Testing and Finishing Gold Panning Kit with Tool Box","Default Title",DOY-TOOLSPERFECTOTHER-KIT,00706569870091,ASRGK-21,"Testing & Finishing Gold Panning Kit, 21pc | ASR Outdoor","21-piece testing and finishing gold panning kit in a tool box, with a dual riffle pan, testing stone, mini crucible, snuffer bottles, vials, and tweezers.",2187,unisex,adult,new,US,regular
10l-collapsible-bucket-and-stand-gold-prospecting-equipment-6pc,"10L Collapsible Silicone Bucket Gold Prospecting Equipment","Without Stand",SON-COLLAPSBUCKET-10L-OD-CB10L,00810058486134,10LCGPBORG,"10L Collapsible Silicone Prospecting Bucket | ASR Outdoor","Collapsible 10L silicone bucket for gold prospecting that pairs with classifier screens to sift material. Folds flat to pack and has a sturdy carry handle.",2187,unisex,adult,new,US,regular
3-5-or-5-gallon-white-heavy-duty-bucket-with-handle-gold-prospecting-equipment,"3.5 or 5 Gallon White Heavy Duty Bucket with Handle Gold Prospecting Equipment","3.5 Gallon",DOY-ASRO-35GALLONBUCKET-WHITE,00810131799137,994235,"Heavy-Duty Gold Prospecting Bucket with Handle | ASR Outdoor","Heavy-duty white HDPE prospecting bucket in 3.5 or 5 gallon sizes. Pairs with classifier screens for collecting and sorting raw material out in the field.",2187,unisex,adult,new,US,regular
3-5-or-5-gallon-white-heavy-duty-bucket-with-handle-gold-prospecting-equipment,"3.5 or 5 Gallon White Heavy Duty Bucket with Handle Gold Prospecting Equipment","5 Gallon",DOY-ASRO-5GALLONBUCKET-WHITE,00810131775773,04197S0,"Heavy-Duty Gold Prospecting Bucket with Handle | ASR Outdoor","Heavy-duty white HDPE prospecting bucket in 3.5 or 5 gallon sizes. Pairs with classifier screens for collecting and sorting raw material out in the field.",2187,unisex,adult,new,US,regular
4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","1 Pack",SON-AOC4OGSSB-4OZ-CLR,00618991515115,ASRSB-4-99,"4oz Gold Snifter Snuffer Bottle, Fine Gold | ASR Outdoor","4oz gold snifter bottle that suctions fine gold flakes, dust, and nuggets from your pan. Squeeze and release for precise recovery, in 1 to 10-packs.",505372,unisex,adult,new,US,regular
4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","2 Pack",ASR-AC4OGSSB-BUN-2PK-4OZ-CLR,00640975639340,"Gold Snifter Bottle","4oz Gold Snifter Snuffer Bottle, Fine Gold | ASR Outdoor","4oz gold snifter bottle that suctions fine gold flakes, dust, and nuggets from your pan. Squeeze and release for precise recovery, in 1 to 10-packs.",505372,unisex,adult,new,US,regular
4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","4 Pack",ASR-AC4OGSSB-BUN-4PK-4OZ-CLR,00810131730512,ASRSB-4pk4-455,"4oz Gold Snifter Snuffer Bottle, Fine Gold | ASR Outdoor","4oz gold snifter bottle that suctions fine gold flakes, dust, and nuggets from your pan. Squeeze and release for precise recovery, in 1 to 10-packs.",505372,unisex,adult,new,US,regular
4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","10 Pack",UNV-ASROUTDOORCOMPACTGOLD-7,00752933707975,ASRSB-10Pk,"4oz Gold Snifter Snuffer Bottle, Fine Gold | ASR Outdoor","4oz gold snifter bottle that suctions fine gold flakes, dust, and nuggets from your pan. Squeeze and release for precise recovery, in 1 to 10-packs.",505372,unisex,adult,new,US,regular
16pc-traditional-sluice-box-finishg-gold-panning-kit-with-classifier-screens-2-styles,"16pc Traditional Sluice Box Finishing Gold Panning Kit with Classifier Screens, Green","Default Title",SON-SLUICEBOXKIT-16PC,00060886060048,ASROSBGPK16PC,"Sluice Box Finishing Gold Panning Kit, 16pc | ASR Outdoor","16-piece finishing gold panning kit with a lightweight plastic sluice box, classifier screens, and recovery tools. Shoulder strap carries it to river or beach.",1011,unisex,adult,new,US,regular
38pc-deluxe-geology-rock-hounding-kit-with-mining-tools-and-musette-carry-bag,"40pc Deluxe Geology Rock Hounding Kit with Mining Tools and Musette Tool Bag","Default Title",DOY-GEOKIT-MUSS-BAG-KIT,00810058480927,EOGORSA3,"Deluxe Geology Rock Hounding Kit, 40pc | ASR Outdoor","Deluxe rock hounding kit with a 20oz forged geology hammer, mining tools, and a musette bag for gem and fossil hunting. Break, sort, clean, and examine finds.",218,unisex,adult,new,US,regular
3-in-1-black-trifold-steel-multipurpose-serrated-shovel-pick-and-saw-with-storage-case-22-inch,"3 in 1 Black Trifold Steel Multipurpose Serrated Shovel Pick and Saw with Storage Case, 22 Inch","Default Title",SON-AOTFSSMFOU23I-23-BLCK,00706569185522,TFS021,"3-in-1 Trifold Shovel, Pick & Saw, 22-Inch | ASR Outdoor","Trifold steel 3-in-1 shovel, pick, and saw with serrated edges and an oversized grip. Folds to a 9.5-inch length with a canvas pouch for the field.",2147,unisex,adult,new,US,regular
hrc-steel-shovel-with-knurled-wooden-handle-gold-prospecting-equipment-28-25-inch,"HRC Steel Shovel with Knurled Wooden Handle Gold Prospecting Equipment, 28.25 Inch","Default Title",SON-GP45SHOVEL-BLK,00810131703332,GPSHV45,"28-Inch HRC Steel Shovel, Wooden Handle | ASR Outdoor","Heavy-duty 28-inch steel shovel with a 45 HRC round head and knurled wooden handle for gold prospecting and metal detecting. Built to dig sand, dirt, and rock.",361,unisex,adult,new,US,regular
magnifying-tweezer-and-glass-collection-vials-set-gold-panning-accessories-5pc,"Magnifying Tweezer and Glass Collection Vials Set Gold Panning Accessories, 5pc","Default Title",SON-ASRGOLDRUSHTWEEZVIAL-BUN,00060886414391,TWEEZVIAL4PK,"Magnifying Tweezer & Gold Vials Set, 5pc | ASR Outdoor","5-piece set of stainless steel magnifying tweezers with a 4x lens and glass collection vials for inspecting and storing gold, gems, and minerals while panning.",1196,unisex,adult,new,US,regular
3-in-1-black-mini-folding-serrated-edge-shovel-pick-and-saw-gold-prospecting-equipment-16-inches,"3 in 1 Black Mini Folding Serrated Edge Shovel Pick and Saw Gold Prospecting Equipment, 16 Inches","Default Title",SON-FOLDING-SHOVEL-87950MS,00060886181682,MFSPS,"3-in-1 Folding Shovel, Pick & Saw, 16-Inch | ASR Outdoor","Mini 3-in-1 folding shovel with a pick and serrated saw edge. Folds to a 6-inch length with a carry case, packing easily with gold panning gear.",2147,unisex,adult,new,US,regular
19pc-complete-fine-gold-recovery-kit-gold-prospecting-equipment-with-mini-funnel,"19pc Complete Fine Gold Recovery Kit Gold Prospecting Equipment with Mini Funnel","Default Title",SON-ASRO-GLDPNACCKIT-19PC-BUN,00810131702984,,"Fine Gold Recovery Kit with Mini Funnel, 19pc | ASR Outdoor","Complete 19-piece fine gold recovery kit with pipettes, snuffer bottles, tweezers, vials, a pocket scale, and a mini funnel in a drawstring backpack.",1011,unisex,adult,new,US,regular
14pc-portable-gold-panning-kit-with-stackable-sifter-and-drawstring-backpack-gold-prospecting-equipment,"14pc Portable Gold Panning Kit with Stackable Plastic Sifting Screens, Drawstring Backpack and Gold Prospecting Equipment (3 Sizes)","1/2 Inch",SON-SIFTCLASSKIT-14PC-BUN,00810131709815,ASRO14PCGKSIFT,"Gold Panning Kit with Sifting Screens, 14pc | ASR Outdoor","Portable 14-piece gold panning kit with stackable 1/2, 1/4, or 1/8-inch sifting screens, three dual-riffle pans, vials, and snuffer bottles in a backpack.",1013,unisex,adult,new,US,regular
14pc-portable-gold-panning-kit-with-stackable-sifter-and-drawstring-backpack-gold-prospecting-equipment,"14pc Portable Gold Panning Kit with Stackable Plastic Sifting Screens, Drawstring Backpack and Gold Prospecting Equipment (3 Sizes)","1/4 Inch",SON-14INCHSIFTCLASSKIT-14PC-BUN,00810131703158,ASRO-PH9XG098,"Gold Panning Kit with Sifting Screens, 14pc | ASR Outdoor","Portable 14-piece gold panning kit with stackable 1/2, 1/4, or 1/8-inch sifting screens, three dual-riffle pans, vials, and snuffer bottles in a backpack.",1013,unisex,adult,new,US,regular
14pc-portable-gold-panning-kit-with-stackable-sifter-and-drawstring-backpack-gold-prospecting-equipment,"14pc Portable Gold Panning Kit with Stackable Plastic Sifting Screens, Drawstring Backpack and Gold Prospecting Equipment (3 Sizes)","1/8 Inch",SON-18INCHSIFTCLASSKIT-14PC-BUN,00810131700225,ASRO-5M288SZX,"Gold Panning Kit with Sifting Screens, 14pc | ASR Outdoor","Portable 14-piece gold panning kit with stackable 1/2, 1/4, or 1/8-inch sifting screens, three dual-riffle pans, vials, and snuffer bottles in a backpack.",1013,unisex,adult,new,US,regular
1-2-inch-mesh-plastic-stackable-classifier-sifting-screen-gold-prospecting-equipment-green,"Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","1/2""",SON-HALFINCHSIFTCLASS-GRN,00810131701505,ASROSIFTGRN,"Stackable Plastic Gold Sifting Screens | ASR Outdoor","Heavy-duty stackable plastic sifting screens, 6-inch deep, in 1/2, 1/4, and 1/8-inch mesh. Stack on a 5-gallon bucket to classify gold paydirt.",1013,unisex,adult,new,US,regular
