item_id,push_ack,new_template_marker_found,as_expected
365879935286,Warning,YES,YES
365879935287,Warning,YES,YES
365879935289,Warning,YES,YES
365879935290,Warning,YES,YES
365879935291,Warning,YES,YES
365879935292,Warning,YES,YES
365879935293,Warning,YES,YES
365879935294,Success,YES,YES
365879935296,Warning,YES,YES
365879935297,Warning,YES,YES
365879935299,Warning,YES,YES
365879935300,Warning,YES,YES
365879935301,Warning,YES,YES
365879935302,Warning,YES,YES
365879935303,Warning,YES,YES
365879935304,Warning,YES,YES
365879935305,Warning,YES,YES
365879935306,Warning,YES,YES
365879935307,Warning,YES,YES
365879935309,Warning,YES,YES
365879935311,Warning,YES,YES
365879935312,Warning,YES,YES
365879935313,Warning,YES,YES
365879935314,Warning,YES,YES
365879935315,Warning,YES,YES
365879935316,Warning,YES,YES
365879935317,Warning,YES,YES
365879935319,Warning,YES,YES
365879935321,Warning,YES,YES
365879935323,Success,YES,YES
365879935324,Warning,YES,YES
365879935325,Warning,YES,YES
365879950523,Warning,YES,YES
365879950524,Success,YES,YES
365879950525,Warning,YES,YES
365879950526,Success,YES,YES
365879950527,Warning,YES,YES
365879950529,Success,YES,YES
365879950530,Warning,YES,YES
365879950531,Warning,YES,YES
365879950532,Warning,YES,YES
365879950533,Warning,YES,YES
365879950534,Warning,YES,YES
365879950535,Warning,YES,YES
365879950536,Warning,YES,YES
365879950537,Warning,YES,YES
365879950538,Warning,YES,YES
365879950540,Success,YES,YES
365879950541,Warning,YES,YES
365879950542,Warning,YES,YES
365879950543,Warning,YES,YES
365879950544,Warning,YES,YES
365879950545,Warning,YES,YES
365879950546,Warning,YES,YES
365879950547,Warning,YES,YES
365879950548,Warning,YES,YES
365879950549,Warning,YES,YES
365879950550,Warning,YES,YES
365879950551,Warning,YES,YES
365879950552,Warning,YES,YES
365879950553,Warning,YES,YES
365879950554,Success,YES,YES
365879950555,Warning,YES,YES
365879950556,Warning,YES,YES
365879950557,Success,YES,YES
365879950558,Warning,YES,YES
365879950559,Warning,YES,YES
365879950560,Success,YES,YES
365879950562,Success,YES,YES
365879950563,Warning,YES,YES
365879950564,Warning,YES,YES
365879950565,Warning,YES,YES
365879950566,Success,YES,YES
365879950567,Warning,YES,YES
365879950568,Warning,YES,YES
365879950569,Warning,YES,YES
365879950570,Warning,YES,YES
365879950571,Warning,YES,YES
365879950573,Warning,YES,YES
365879950574,Success,YES,YES
365879950575,Success,YES,YES
365879950576,Warning,YES,YES
365879950578,Warning,YES,YES
365879950581,Warning,YES,YES
365879950582,Warning,YES,YES
365879950584,Success,YES,YES
365879950585,Success,YES,YES
365879950586,Success,YES,YES
365879950587,Success,YES,YES
365879950591,Success,YES,YES
365879952718,Warning,YES,YES
365879996339,Failure,YES,YES
365879996340,Warning,YES,YES
365879996341,Warning,YES,YES
365879996342,Warning,YES,YES
365879996344,Warning,YES,YES
365879996345,Warning,YES,YES
365879996347,Warning,YES,YES
365879996350,Warning,YES,YES
365879996351,Warning,YES,YES
365879996352,Warning,YES,YES
365879996354,Warning,YES,YES
365879996355,Warning,YES,YES
365879996356,Success,YES,YES
365879996357,Warning,YES,YES
365879996360,Warning,YES,YES
365879996361,Warning,YES,YES
365879996362,Success,YES,YES
365879996364,Warning,YES,YES
365879996370,Warning,YES,YES
365879996371,Warning,YES,YES
365879996374,Warning,YES,YES
365879996375,Warning,YES,YES
365879996376,Warning,YES,YES
365879996377,Warning,YES,YES
365879996378,Warning,YES,YES
365879996379,Warning,YES,YES
365879996381,Warning,YES,YES
365879996382,Warning,YES,YES
365879996383,Warning,YES,YES
365879996385,Warning,YES,YES
365879996387,Warning,YES,YES
365879996390,Warning,YES,YES
365879996391,Warning,YES,YES
365879996392,Warning,YES,YES
365879996393,Warning,YES,YES
365879996394,Warning,YES,YES
365879996395,Warning,YES,YES
365879996397,Warning,YES,YES
365879996399,Warning,YES,YES
365879996401,Warning,YES,YES
365879996403,Warning,YES,YES
365879996405,Warning,YES,YES
365879996408,Warning,YES,YES
365879996410,Warning,YES,YES
365879996412,Warning,YES,YES
365879996413,Warning,YES,YES
365879996414,Warning,YES,YES
365879996419,Warning,YES,YES
365879996421,Success,YES,YES
365879996423,Warning,YES,YES
365879996424,Warning,YES,YES
365879996425,Warning,YES,YES
365879996432,Success,YES,YES
365879996433,Warning,YES,YES
365879996435,Warning,YES,YES
365880019095,Warning,YES,YES
365880019096,Warning,YES,YES
365880019097,Warning,YES,YES
365880019098,Warning,YES,YES
365880019099,Warning,YES,YES
365880019102,Success,YES,YES
365880042741,Warning,YES,YES
365880042745,Warning,YES,YES
365880042746,Warning,YES,YES
365880042748,Warning,YES,YES
365880042750,Warning,YES,YES
365880042752,Warning,YES,YES
365880042759,Warning,YES,YES
365880042760,Warning,YES,YES
365880042761,Warning,YES,YES
365880042763,Warning,YES,YES
365880042764,Warning,YES,YES
365880042766,Warning,YES,YES
365880042767,Warning,YES,YES
365880042779,Success,YES,YES
365898226163,Warning,YES,YES
365906269227,Success,YES,YES
365920250803,Success,YES,YES
365921952213,Warning,YES,YES
365924277847,Warning,YES,YES
365938401688,Warning,YES,YES
365949582238,Warning,YES,YES
365951839417,Warning,YES,YES
365963343290,Warning,YES,YES
365985319500,Warning,YES,YES
366005344632,Success,YES,YES
366173240741,Warning,YES,YES
366225490792,Warning,YES,YES
366271099463,Success,YES,YES
366339232709,Warning,YES,YES
