certainty,item_id,sku,name,category_id,aspect,mode,proposed_value,approved_value,reviewer_notes,allowed_values,title
60,127389857811,HWK-ATESB-144PC,"144pk ASR Tactical Escape Saw Blades Outdoor Emergency and Personal Defense",75237,"Blade Length",FREE_TEXT,"13.5 in",,,,"144pk ASR Tactical Escape Saw Blades Outdoor Emergency and Personal Defense"
60,127389857815,HWK-CAMPINGVEST-8PKTS,"ASR Outdoor Nylon Camping Vest Gold Panning Adjustable Hunting Fishing Jacket",65976,"Size Type",SELECTION_ONLY,Regular,,,"Regular | Plus | Petites | Tall | Juniors | Maternity | Big & Tall | Husky | Slim","ASR Outdoor Nylon Camping Vest Gold Panning Adjustable Hunting Fishing Jacket"
60,127389857822,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",126393,"Power Source",FREE_TEXT,Battery,,,"Battery | Corded | Solar | USB | Wall Plug-In","750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black"
60,127389857829,NPT-BEARKNIFE-BLACK,"ASR Outdoor Collectible Dagger Bowie Knife Etched Bear Sheath Ergonomic Handle",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Collectible Dagger Bowie Knife Etched Bear Sheath Ergonomic Handle"
60,127389857835,SON-PAKAWOODKNIFE-3IN,"ASR Outdoor Paka Wood Pocket Knife Folding Blade 440 Stainless Steel Clip Point",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Paka Wood Pocket Knife Folding Blade 440 Stainless Steel Clip Point"
60,127389857839,UPD-HPARTBP-48571MZ-BUN,"Harry Potter School Supplies 9.5 Inch Gryffindor Kids Mini Backpack with Art Kit",260988,Occasion,SELECTION_ONLY,Casual,,,"Activewear | Business | Casual | Christening | Formal | Party | Travel | Wedding | Workwear","Harry Potter School Supplies 9.5 Inch Gryffindor Kids Mini Backpack with Art Kit"
60,127389857840,SON-UAGBCKE-SML-BRSS,"Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)",261610,Style,FREE_TEXT,Antique,,,"Americana | Art Deco | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | Colonial | Contemporary | Country | Empire | French | Gothic | Kazak | Kilim | Kurdish | Louis XV | Mediterranean | Mission | Modern | Moroccan | Nautical | Oriental | Pop Art | Queen Anne | Regence | Renaissa...","Universal Antique Grandfather Clock Winding Brass Key 5 Way (Even)"
60,127389857866,4SN-VASELINE-82783-PARENT,"Vaseline 2.53oz Cocoa Glow Body Cream Soft Smooth Skin Moisturizing Lotion (Many Pack Sizes)",21205,Scent,FREE_TEXT,Cocoa,,,"Almond | Apple | Bergamot | Brown Sugar | Candy | Cedarwood | Chamomile | Cherry | Chocolate | Citrus | Coconut | Coffee | Coriander | Cranberry | Cucumber | Eucalyptus | Floral | Frangipani | Freesia | Gardenia | Ginger | Grapefruit | Green Tea | Guava | Hemp | Herbal | Honey | Jasmine | Lavende...","Vaseline 2.53oz Cocoa Glow Body Cream Moisturizizing Lotion (Many Pack Sizes)"
60,127389857879,SON-DOUBLE-SPORTS-BELT,"Universal Fitting Unisex Sports Belt Double Expanding Pockets Cycling, Size M/L",2993,"Size Type",SELECTION_ONLY,Regular,,,"Regular | Plus | Petites | Tall | Juniors","Universal Fitting Unisex Sports Belt Double Expanding Pockets Cycling, Size M/L"
60,127389857881,SON-DIABURRSET-PARENT,"Universal Tool Assorted Diamond Burr Set 120-150 Grit .125 Inch Shank (Multiple Sizes)",260207,Application,FREE_TEXT,"Rotary Tool",,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","Universal Tool Assorted Diamond Burr Set 120-150 Grit .125 Inch Shank (Multiple"
60,127389878156,SON-ZAPPER-MP-4BL,"ASR Outdoor 360 Rechargeable All-Weather Mosquito Trap Bug Zapper Portable LED Lantern",181040,Indoor/Outdoor,SELECTION_ONLY,"Indoor & Outdoor",,,"Indoor | Outdoor | Indoor & Outdoor","ASR Outdoor 360 Rechargeable All-Weather Mosquito Trap Bug Zapper Portable LED"
60,127389878156,SON-ZAPPER-MP-4BL,"ASR Outdoor 360 Rechargeable All-Weather Mosquito Trap Bug Zapper Portable LED Lantern",181040,"Power Source",FREE_TEXT,Battery,,,"Battery | Electric | Solar | USB","ASR Outdoor 360 Rechargeable All-Weather Mosquito Trap Bug Zapper Portable LED"
60,127389878180,LST-CONSTRUCTION-YLW,"TychoTyke Construction and Rescue Tools Truck with Light and Sound Yellow",152934,"Vehicle Type",FREE_TEXT,"Construction Vehicle",,,"Cement Mixer | Construction Vehicle | Crane | Dozer | Excavator | Lift Truck | Loader | Road Grader","TychoTyke Construction and Rescue Tools Truck with Light and Sound Yellow"
60,127389878212,SON-HEADLAMP-FL8213-30W,"ASR Outdoor Rechargeable Adjustable 2250 Lumen LED Headlamp Four-Stage Switch",106984,"Power Source",FREE_TEXT,Battery,,,"Battery | Solar | USB","ASR Outdoor Rechargeable Adjustable 2250 Lumen LED Headlamp Four-Stage Switch"
60,127389932536,SON-ALUMTENTSTAKERD-PARENT,"ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Stakes (Assorted Pack Sizes)",36120,"Suitable For",FREE_TEXT,Camping,,,"Camping Tent | Hammock Tent | Roof-Top Tent | Shower Tent | Toilet Tent","ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs (Pack Sizes)"
60,127389932544,UPD-FLEECEBLANK-PARENT,"Disney Characters Fleece Throw Blanket 45 x 60 Inch Home Decor (4 Styles)",66727,"Fill Material",FREE_TEXT,Polyester,,,"100% Down | Buckwheat/Spelt | Down & Feather Mix | Memory Foam | Water","Cozy 45"" x 60"" Kids Fleece Throw Blanket Mickey Mouse Paw Patrol Pokemon Soft"
60,127389932547,SON-5INFOLDINGKNIFE-SLV,"ASR Outdoor Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Punch Silver",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Punch Silver"
60,127389932548,SON-3DPATKNIF-GRY,"ASR Tactical Thumb Assisted Drop Point Serrated Pocket Knife 3D Pattern 4.75 In",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Tactical Thumb Assisted Drop Point Serrated Pocket Knife 3D Pattern 4.75 In"
60,127389932551,SON-500LLIGHT-FL338-10W,"ASR Tactical 5.25 Inch Compact Multi Mode 500 Lumen LED Flashlight Wrist Strap",16037,"Power Source",FREE_TEXT,Battery,,,"Battery | Solar | USB","ASR Tactical 5.25 Inch Compact Multi Mode 500 Lumen LED Flashlight Wrist Strap"
60,127389932567,4SN-BLACKKNIFESET-5PC-BEILLE,"Beille 5 Piece Home Ergonomic Kitchen Knives Set, 5 Knife Essential Bundle",177005,Type,FREE_TEXT,"Kitchen Knife",,,"Block Set | Boning Knife | Bread Knife | Butcher Knife | Butter Knife | Cake Knife | Carving & Slicing Knives | Cheese Knife | Chef's Knife | Cleaver | Deba | Decorating Knife | Fillet & Larding Knives | Gyuto Knife | Kiritsuke | Knife Set | Magnetic Coal Woodburner Cooking | Mezzaluna | Nakiri K...","Beille 5 Piece Home Ergonomic Kitchen Knives Set, 5 Knife Essential Bundle"
60,127389932570,SON-POCKETKNIFE-WOODH,"ASR Outdoor 8"" Woodsmen Folding Pocket Knife Wood Handle Camping Gear Carving",48818,Tools,FREE_TEXT,Blade,,,"Bottle Opener | Corkscrew | Fish Scaler | Fork | Magnifying Glass | Marlinspike | Nail File | Punch | Saw | Scissors | Screw Driver | Spoon | Toothpick | Tweezers | Wrench","ASR Outdoor 8"" Woodsmen Folding Pocket Knife Wood Handle Camping Gear Carving"
60,127389932577,KOL-BIKE-LOCK-GR242-GRN,"ASR Outdoor Green Self Coiling Bike Lock 2 Keys Bicycle Cable Lock 6 Feet Long",58100,Features,FREE_TEXT,Self-Coiling,,,"Alarm | Anti-Theft Alarm | Batteries Included | Durable | Fire Resistant | Heavy Duty | High Security | Portable | Rust Free | Waterproof | Water-Resistant | Weatherproof | Weather-Resistant","ASR Outdoor Green Self Coiling Bike Lock 2 Keys Bicycle Cable Lock 6 Feet Long"
60,127389932587,SON-AOTFSSMFOU23I-23-BLCK,"ASR Outdoor Tri Fold Steel Shovel Multi Functional Outdoor Use 23 Inch",75233,"Closed Length",FREE_TEXT,"9 in",,,,"ASR Outdoor Tri Fold Steel Shovel Multi Functional Outdoor Use 23 Inch"
60,127389932589,ASR-SO4BGMN-BUN-2PC-2PK-LG-BLCK,"Set of 4 Non-Stick BBQ Grill Mats Reusable Easy to Clean",20725,"Number in Pack",FREE_TEXT,4,,,"2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20","Set of 4 Non-Stick BBQ Grill Mats Reusable Easy to Clean"
60,127389946569,SON-CAPLIGHT-FL610-24CL-PARENT,"ASR Outdoor 200 Lumen LED Camping Backpacking Running Cap Light (3 Colors)",106984,"Power Source",FREE_TEXT,Battery,,,"Battery | Solar | USB","ASR Outdoor 200 Lumen LED Camping Backpacking Running Cap Light (3 Colors)"
60,127389969220,ASR-EDACS-BUN-3PC-MED-BNDL,"Bald Eagle Dagger 3pc American Flag Knife Collector Set",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","Bald Eagle Dagger 3pc American Flag Knife Collector Set"
60,127389969226,SON-URAASATKFD-A-IR-TT,"ToolTreaux Assorted Abrasive Stone Burrs with Mandrels High Speed Sanding 100pc",260207,Application,FREE_TEXT,"Rotary Tool",,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","ToolTreaux Assorted Abrasive Stone Burrs with Mandrels High Speed Sanding 100pc"
60,235240675875,SON-UAGBCKE-SML-BRSS,"Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)",261610,Style,FREE_TEXT,Antique,,,"Americana | Art Deco | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | Colonial | Contemporary | Country | Empire | French | Gothic | Kazak | Kilim | Kurdish | Louis XV | Mediterranean | Mission | Modern | Moroccan | Nautical | Oriental | Pop Art | Queen Anne | Regence | Renaissa...","Universal Antique Grandfather Clock Winding Brass Key 5 Way (Even)"
60,235436886860,SON-AO6ITWBNKFB-6E-BLCK,"Serrated Fixed Blade Tanto Point Hunting Neck Knife - Black",73522,"Blade Color",FREE_TEXT,Black,,,"Beige | Black | Blue | Brown | Gold | Gray | Green | Ivory | Multi-Color | Orange | Pink | Purple | Red | Silver | White | Yellow","6inch ASR Outdoor Serrated Fixed Blade Tanto Point Hunting Neck Knife - Black"
60,235480965677,SON-FFKWSAFH6I-2PC-6,"ASR Outdoor Fishing Fillet Knife Hard Sheath and Floating Handle, 6 inch Blade",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","Fishing Fillet Knife with Sheath and Floating Handle for Outdoor Sports - 6 Inch"
60,235523607549,NPT-HUNTKNF-AMWOLF-PARENT,"ASR Outdoor American Flag Fixed Blade Hunting Knife Patriotic Gift Wolf Design",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor American Flag Fixed Blade Hunting Knife Patriotic Gift Wolf Design"
60,235528772889,4SN-TOUCHWATCH-56920-PARENT,"Licensed Girls LED Display Digital Touch Screen Watch for Kids (18 Styles)",31387,Band/Strap,FREE_TEXT,Band,,,"Bangle | Bracelet | Bund Strap | Milanese/Mesh Band | NATO Strap | One-Piece Strap | Rolex Jubilee | Rolex Oyster | Rolex Pearlmaster | Rolex President | Two-Piece Strap | Wrap-Around Strap","Licensed Kids LED Display Digital Touch Screen Watch Boys Girls Cartoons"
60,235539278220,4SN-DOVEHANDSOAP-PNK-WAL-NOVAR,"Dove Pink Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body 4oz",180924,"Body Area",FREE_TEXT,"Face & Body",,,"Body | Face | Hair | Hands","Dove Pink Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body 4oz"
60,235571605042,NPT-BLKTHROWKNIVES-3PC-A1030-3-B,"ASR Tactical Black Stainless Steel Throwing Knife Set with Nylon Sheath 3 Pieces",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","3 Piece Professional ASR Tactical Black Stainless Steel Throwing Knife Set"
60,236153746008,NPT-BLKKNIFE-HWT268BK,"ASR Tactical Kwaiken Blade Full Tang Knife with Slim Kydex Sheath - Black",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Tactical Kwaiken Blade Full Tang Knife with Slim Kydex Sheath 8.5“ Black"
60,236344962452,NPT-65THROWINGKNIVES-EAG,"ASR Outdoor Ninja Throwing Knives American Flag Bald Eagle Design 6.5 Inch",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Ninja Throwing Knives American Flag Bald Eagle Design 6.5 Inch"
60,236344962479,SON-POCKETKNIFE-BLK,"ASR Outdoor Sleek EDC 7"" Folding Pocket Knife Drop Point Blade, Black",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Folding Pocket Knife Drop Point Blade with Pouch"
60,236345031408,SON-FOLDING-SHOVEL-87950MS,"ASR Outdoor 16"" 3 IN 1 Emergency Preparedness Mini Folding Shovel Pick and Saw",75233,"Closed Length",FREE_TEXT,"8 in",,,,"ASR Outdoor 16"" 3 IN 1 Emergency Preparedness Mini Folding Shovel Pick and Saw"
60,236345031412,NPT-DRAGONKNIVES-6PC,"ASR Tactical 9 inch Stainless Steel Silver Dragon Design Throwing Knives 6 Piece",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Tactical 9 inch Stainless Steel Silver Dragon Design Throwing Knives 6 Piece"
60,236345031424,ASR-EDACS-BUN-3PC-MED-BNDL,"Bald Eagle Dagger 3pc American Flag Knife Collector Set",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","3pc American Flag and Bald Eagle 13 inchFixed Blade Hunting Knife Collector Set"
60,236345031451,SON-HANGWORKLIGHT-ORG,"Universal Tool Hanging Hook Work Light 400 Lumen Dual COB LEDs Magnetic Base",126393,"Power Source",FREE_TEXT,Battery,,,"Battery | Corded | Solar | USB | Wall Plug-In","Universal Tool Hanging Hook Work Light 400 Lumen Dual COB LEDs Magnetic Base"
60,236345031454,SON-3IN1HEADLAMP-BLK-FL8217HB,"ASR Outdoor 3 IN-1 Rechargeable LED Camping Headlamp Bike Light with Magnet",106984,"Power Source",FREE_TEXT,Battery,,,"Battery | Solar | USB","ASR Outdoor 3 IN-1 Rechargeable LED Camping Headlamp Bike Light with Magnet"
60,236345031469,NPT-OPENRESCUEKNIFE-BLK,"ASR Outdoor 8.25 Inch Folding Rescue Knife with Belt Clip and Seat Belt Cutter - Black",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor 8.25 Inch Rescue Knife with Belt Clip Seat Belt Cutter - Black"
60,236345031470,SON-12ISSRMASM-12I-MTLC,"12 inch Stainless Steel Ruler Metric and SAE Measurements",29524,"System of Measurement",FREE_TEXT,"Metric & Imperial",,,"Celsius | Metric | Metric/Standard | Standard (SAE)","12 inch Stainless Steel Ruler Metric and SAE Measurements"
60,236345031486,NPT-HUNTKNF-AMEAG-PARENT,"ASR Outdoor American Flag Fixed Blade Hunting Knife Patriotic Gift (3 Styles)",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor American Flag Eagle Fixed Blade Hunting Knife Patriotic Gift 3 Style"
60,236345056379,NPT-DEERKNIFE-BLACK,"ASR Outdoor Collectible Dagger Bowie Knife Etched Deer Sheath Ergonomic Handle",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Collectible Dagger Bowie Knife Etched Deer Sheath Ergonomic Handle"
60,236345056390,SON-WBC-LG-BL,"ASR Outdoor Waterproof Durable Backpack Cover Blue Universal Fit Adjustable Draw String",181379,Closure,FREE_TEXT,Drawstring,,,"Buckle | Button | Hook & Loop | Magnetic | Snap | Toggle | Zip","Waterproof Durable Backpack Cover Blue Universal Fit Adjustable Draw String"
60,236345056398,SON-HANGWORKLIGHT-ORG,"Universal Tool Hanging Hook Work Light 400 Lumen Dual COB LEDs Magnetic Base",126393,"Power Source",FREE_TEXT,Battery,,,"Battery | Corded | Solar | USB | Wall Plug-In","Universal Tool Hanging Hook Work Light 400 Lumen LED Light with Magnetic Base"
60,236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,"Narrative Type",SELECTION_ONLY,Nonfiction,,,"Fiction | Nonfiction","Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
60,236345056402,NPT-10INDAMASKNF-PAERENT,"ASR Outdoor 10 Inch Full Tang Hunting Knife Wooden Handle Damascus Etched Design",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor 10 Inch Full Tang Hunting Knife Wooden Handle Damascus Etched Design"
60,236345056407,SON-UAGBCKO-SML-BRSS,"Universal Antique Grandfather Brass Clock Key Odd",261610,Style,FREE_TEXT,Antique,,,"Americana | Art Deco | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | Colonial | Contemporary | Country | Empire | French | Gothic | Kazak | Kilim | Kurdish | Louis XV | Mediterranean | Mission | Modern | Moroccan | Nautical | Oriental | Pop Art | Queen Anne | Regence | Renaissa...","Universal Antique Grandfather Brass Clock Key Odd"
60,236345056413,4SN-DOVESHAMPOO-MIC-38043,"Dove Detox Purifying Micellar Hair Care Formula Shampoo 12 Ounce 350mL Bottle",177661,"Period After Opening (PAO)",SELECTION_ONLY,12M,,,"3M | 6M | 9M | 12M | 18M | 24M | 36M","Dove Detox Purifying Micellar Hair Care Formula Shampoo 350mL Bottle"
60,236345056442,NPT-MINIKEYCHAINKNIFE-PARENT,"ASR Outdoor Mini Folding Key Chain Knife 2.75 Inch Pocket Blade Tool",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Mini Folding Key Chain Knife 2.75 Inch Pocket Blade Tool"
60,236345069148,UPD-BARBIKE-DVX559796-AMZ-HPN,"Barbie Bicycle Cruiser Pretend Play Set Flower Basket Helmet Girls Toys Ages 3+",180103,"Doll Gender",SELECTION_ONLY,"Girl Doll",,,"Boy Doll | Gender Neutral | Girl Doll","Barbie Bicycle Cruiser Pretend Play Set Flower Basket Helmet Girls Toys Ages 3+"
60,236345069161,4SN-LSPEEDSTICK-PDF-5PK,"5pk Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant Powder Fresh",29580,"Product Line",FREE_TEXT,"Invisible Dry",,,"Aloe Ever-Shield | Axe Phoenix | Degree Motion Sense | Dove Even Tone | Old Spice Swagger","5pk Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant Powder Fresh"
60,236345137148,SON-SNOW-SHOVEL-8797FSS,"ASR Outdoor 36-Inch Easy to Store Collapsible Foam Grip Snow Shovel",75233,"Closed Length",FREE_TEXT,"36 in",,,,"ASR Outdoor 36-Inch Easy to Store Collapsible Foam Grip Snow Shovel"
60,236345137160,NPT-OPENRESCUEKNIFE-SILVER,"ASR Outdoor 8.25 Inch Rescue Knife with Belt Clip Seat Belt Cutter",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor 8.25 Inch Rescue Knife with Belt Clip Seat Belt Cutter"
60,236345137169,SON-KNIFE-16IN1,"ASR Outdoor Folding Pocket Knife 16 in 1 Adventure Tool, 4 Inch - Black",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Folding Pocket Knife 16 in 1 Adventure Tool, 4 Inch - Black"
60,236345137178,NPT-11INHUNTINGKNIFE-BK,"ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Matte Black Design",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Matte Black Design"
60,236345137186,NPT-EAGLEKNIFE-BLACK,"ASR Outdoor Collectible Dagger Bowie Knife Etched Eagle Sheath Ergonomic Handle",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Collectible Dagger Bowie Knife Etched Eagle Sheath Ergonomic Handle"
60,236345137201,DOY-4PRONGCLOCKKEY-EVEN,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers",261610,Style,FREE_TEXT,Antique,,,"Americana | Art Deco | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | Colonial | Contemporary | Country | Empire | French | Gothic | Kazak | Kilim | Kurdish | Louis XV | Mediterranean | Mission | Modern | Moroccan | Nautical | Oriental | Pop Art | Queen Anne | Regence | Renaissa...","Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers"
60,236345137211,SON-ASRO-COLLAPSIBLELANTERNS-PARENT,"ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Camping Essentials Emergency Supplies (2 Sizes)",168867,"Power Source",FREE_TEXT,Battery,,,"Battery | Butane / Propane Gas | Candle | Corded | Oil | Solar | USB","ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Black or Grey (2 Sizes)"
60,236345137222,HGR-NANNINIQUICK79-PARENT,"Nannini Quick 7.9 Lightweight Reading Glasses (Many Optics and Colors)",67670,Model,FREE_TEXT,"Quick 7.9",,,"Christina Dior SoReal | Costa Del Mar Aransas | Costa Del Mar Bloke | Costa Del Mar Brine | Costa Del Mar Caballito | Costa Del Mar Cat Cay | Costa Del Mar Corbina | Costa Del Mar Cortez | Costa Del Mar Cut | Costa Del Mar Fantail | Costa Del Mar Fathom | Costa Del Mar Fisch | Costa Del Mar Hamli...","Nannini Italy Quick 7.9 Lightweight Reading Glasses (Many Strengths and Colors)"
60,236345137225,LST-CONSTRUCTION-RED,"TychoTyke Construction and Rescue Tools Truck with Light and Sound Red",152934,"Vehicle Type",FREE_TEXT,"Construction Vehicle",,,"Cement Mixer | Construction Vehicle | Crane | Dozer | Excavator | Lift Truck | Loader | Road Grader","TychoTyke Construction and Rescue Tools Truck with Light and Sound Red"
60,236345160652,SON-JAROPENER-BJ094,"Beille Rubber 4 in 1 Non Slip Multipurpose Adjustable Easy Grip Jar Opener Tool",20688,Type,FREE_TEXT,"Jar Opener",,,"Bar Blade | Bottle Opener (Handheld) | Bottle Opener (Wall-Mounted) | Crown Bottle Opener | Electric Corkscrew | Jigger | Keyring Bottle Opener | Mounted Corkscrew | Set | Sommelier Set | Twin Prong | Twister Corkscrew | Vacuum Pump Opener | Waiter's Friend | Winged Corkscrew","Beille Rubber 4 in 1 Non Slip Multipurpose Adjustable Easy Grip Jar Opener Tool"
60,236345160655,SON-5INFOLDINGKNIFE-BLK,"ASR Outdoor Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Window Punch",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Window Punch"
60,236345160656,SON-MULTI-COLOR-HEADLAMP-FL8219-5,"ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking",106984,"Power Source",FREE_TEXT,Battery,,,"Battery | Solar | USB","ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking"
60,236345160667,NPT-EMSPOCKETKNIFE-ORG,"ASR Outdoor Camping EMS Emblem Pocket Knife Spring Assisted Serrated Tanto Blade Orange",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Camping Pocket Knife Spring Assisted Serrated Tanto Blade Orange"
60,364811452556,FLL-HALOXLEVEL-PARENT,"Flatline Ops Halo-X Ultra Precision Rigid Scope Level Bubble (Multiple Sizes)",52510,"For Gun Type",FREE_TEXT,Rifle,,,"Pistol | Revolver | Rifle | Shotgun","Flatline Ops Halo-X Ultra Precision Rigid Scope Level Bubble (Multiple Sizes)"
60,364835511265,NPT-135CKWAEFSAH-135-2,"13.5"" American Eagle Flag Collector Etched Blade Hunting Knife with Scabbard",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","13.5"" American Eagle & Flag Collector Hunting Knife with Scabbard & Etched Blade"
60,364955236423,SON-CAPLIGHT-FL610-24CL-PARENT,"ASR Outdoor 200 Lumen LED Camping Backpacking Running Cap Light (3 Colors)",106984,"Power Source",FREE_TEXT,Battery,,,"Battery | Solar | USB","ASR Outdoor SUPER BRIGHT Baseball Hat Brim Light, 200 Lumen LED (3 Colors)"
60,365242110528,SON-7INFISHINGKNIFE-BLK-PK-FISH-7SH,"ASR Outdoor Fixed Blade Utility Fishing Fillet Knife, 6 Inch",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Fixed Blade Utility Fishing Fillet Knife, 6 Inch"
60,365879832357,SON-DIABURRSET120-30PC,"Universal Tool Assorted Diamond Burr Set 120 Grit .125 Inch Shank 30 Pieces",50382,Application,FREE_TEXT,"Rotary Tool",,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","Universal Tool Assorted Diamond Burr Set 120 Grit .125 Inch Shank 30 Pieces"
60,365879832358,SON-POCKET-KNIFE-KFD702,"ASR Outdoor Sleek 7"" Folding Pocket Knife Drop Point Blade, Black",48818,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor 3.75 Inch Black Aluminium Body Pocket Knife"
60,365879832362,NPT-11INHUNTINGKNIFE-GA,"ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Space Galaxy Design",73522,Dexterity,FREE_TEXT,"Right Hand",,,"Left-Handed | Right-Handed | Ambidextrous","ASR Outdoor Full Tang Hunting Knife ABS Handle Fixed Blade Space Galaxy Design"
60,365879832365,SON-500-LUMEN-WORKLIGHT,"Universal Tool - 500 Lumen 5w COB 12SMD - Multipurpose Emergency Work Light",126393,"Cord Type",SELECTION_ONLY,Cordless,,,"Corded | Cordless","Universal Tool - 500 Lumen 5w COB 12SMD - Multipurpose Emergency Work Light"
60,365879832410,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,"Installation Area",SELECTION_ONLY,Indoor,,,"Indoor | Indoor & Outdoor | Outdoor","Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes"
