item_id,category_id,aspect,importance,mode,cardinality,allowed_values,values_sample,title
127389857823,20688,Style,recommended,FREE_TEXT,SINGLE,24,"Animal Print | Antique | Art Deco | Baroque/Rococo | Braided | Colonial","Battle Round Personal Bottle Opener Stealth Key Chain"
127389857832,19017,"Character Family",recommended,FREE_TEXT,SINGLE,24,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo","TychoTyke Kids Light Up 10 Inch Flying Disc Outdoor Fun Picnic Park Toys Orange"
127389857848,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Tactical 2-Mode LED Ultra Violet UV Flashlight Handheld Black Light"
127389878212,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor Rechargeable Adjustable 2250 Lumen LED Headlamp Four-Stage Switch"
127389932534,19017,"Character Family",recommended,FREE_TEXT,SINGLE,24,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo","Kidplokio Light Up 10 Inch Flying Disc Kids Outdoor Summer Toy - Orange"
127389932551,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Tactical 5.25 Inch Compact Multi Mode 500 Lumen LED Flashlight Wrist Strap"
127389946569,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 200 Lumen LED Camping Backpacking Running Cap Light (3 Colors)"
127389969229,39057,"Handle Material",recommended,FREE_TEXT,MULTI,24,"ABS | ABS Plastic | Alloy Steel | Aluminum | CFRP | Concrete","6 Pack Utility Knives Home and Office Razor Blades"
127410844912,20696,Features,recommended,FREE_TEXT,MULTI,24,"Break/Chip Resistant | Color Changing | Decorated | Dishwasher Safe | Engraved | Etched","Beille 10.82oz Whiskey Glasses Old Fashioned Glass Barware (Many Pack Sizes)"
236345031451,126393,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","Universal Tool Hanging Hook Work Light 400 Lumen Dual COB LEDs Magnetic Base"
236345031454,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 3 IN-1 Rechargeable LED Camping Headlamp Bike Light with Magnet"
236345056398,126393,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","Universal Tool Hanging Hook Work Light 400 Lumen LED Light with Magnetic Base"
236345069139,3142,Theme,recommended,FREE_TEXT,SINGLE,24,"Beach & Tropical | Cats & Kittens | Clowns & Circus | Dinosaurs | Disney Characters | Dogs & Puppies","Disney Pixar Incredibles 2 9 pc Stationary Set"
236345069190,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","1 Watt Flashlight - 120 Lumens"
236345137207,63505,Style,recommended,FREE_TEXT,SINGLE,24,"Animal Print | Antique | Art Deco | Baroque/Rococo | Braided | Colonial","(4 Pack) 8oz.Outdoor Camping Chrome Stainless Steel Pocket Hip Flask"
236345137211,168867,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Black or Grey (2 Sizes)"
236345137220,19017,"Character Family",recommended,FREE_TEXT,SINGLE,24,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo","TychoTyke Toss and Catch Self Stick Paddle Game Set Orange"
236345137224,39057,"Handle Material",recommended,FREE_TEXT,MULTI,24,"ABS | ABS Plastic | Alloy Steel | Aluminum | CFRP | Concrete","12 Pack Universal Home and Office Utility Knife Knives"
236345160652,20688,Style,recommended,FREE_TEXT,SINGLE,24,"Animal Print | Antique | Art Deco | Baroque/Rococo | Braided | Colonial","Beille Rubber 4 in 1 Non Slip Multipurpose Adjustable Easy Grip Jar Opener Tool"
236345160656,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking"
236349205704,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Tactical 2000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam"
236372535013,168867,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 3pc Collapsible Lantern Set Hiking Camping Gear Outdoor Lights"
364955236423,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor SUPER BRIGHT Baseball Hat Brim Light, 200 Lumen LED (3 Colors)"
365879832351,20696,Features,recommended,FREE_TEXT,MULTI,24,"Break/Chip Resistant | Color Changing | Decorated | Dishwasher Safe | Engraved | Etched","Beille 4pc Stemless Wine Glasses Kitchen Decor Entertaining Essentials, 21oz"
365879832363,20696,Features,recommended,FREE_TEXT,MULTI,24,"Break/Chip Resistant | Color Changing | Decorated | Dishwasher Safe | Engraved | Etched","Disney Frozen II Girls 4pc Water Bottles and Sticker Sheet Back to School Bundle"
365879832365,126393,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","Universal Tool - 500 Lumen 5w COB 12SMD - Multipurpose Emergency Work Light"
365879832370,107956,Flavor,recommended,FREE_TEXT,SINGLE,24,"Apple | Berry | Blueberry | Bubblegum | Cherry | Chocolate","Hello Kitty Lip Gloss Compact Girls Make Up Gift Set Ages 3 and Up"
365879907957,102954,Theme,recommended,FREE_TEXT,SINGLE,24,"Beach & Tropical | Cats & Kittens | Clowns & Circus | Dinosaurs | Disney Characters | Dogs & Puppies","Marvel Spiderman 8pc Eraser Pack School Supplies Stocking Stuffer Boys Age 4 Up"
365879907999,63505,Style,recommended,FREE_TEXT,SINGLE,24,"Animal Print | Antique | Art Deco | Baroque/Rococo | Braided | Colonial","Chrome Stainless Steel Premium Portable Hip Flask 8oz"
365879935302,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 3 in 1 Head Lamp 1.5 Watt COB Bulb 200 Lumen LED Light 3 Stages"
365879935324,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 1000 Lumen Zoom Rechargeable Pivoting Headlamp 3 Stage Light"
365879950523,39057,"Handle Material",recommended,FREE_TEXT,MULTI,24,"ABS | ABS Plastic | Alloy Steel | Aluminum | CFRP | Concrete","10pc Razor Knife Blade Refill Pack Replacement Blades for 8828 Hobby Knife"
365879950535,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","3 LED Dynamo Squeeze Action Rechargeable Flashlight Camping Hiking -No Batteries"
365879950548,63505,Style,recommended,FREE_TEXT,SINGLE,24,"Animal Print | Antique | Art Deco | Baroque/Rococo | Braided | Colonial","Classic Hip Flask 8oz Stainless Steel Pocket Hidden Chrome Hip Flask Set 2 Pack"
365879950560,67720,Features,recommended,FREE_TEXT,MULTI,24,"Adjustable Power | Alcohol-Free | Ammonia-Free | Animal Cruelty-Free | Attached Scrubber | Biodegradable","Metal Polish Compound Stick Clean Buff Metal Items Remove Oxidation (4 Types)"
365879952718,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Tactical 3000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam"
365879996390,106984,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 4 LED Adjustable Hiking Headlamp, Basic Campsite Essential"
365879996408,16037,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Tactical 6pk Mini LED Stick On Lights, Battery Operated Magnetic Mount"
365880019102,168867,"IP Rating",recommended,FREE_TEXT,SINGLE,24,"IP20 | IP44 | IP45 | IP46 | IP47 | IP48","ASR Outdoor 36 or 48 Hour Survival Candle for Camping Emergency Fire Starter"
365906269227,20696,Features,recommended,FREE_TEXT,MULTI,24,"Break/Chip Resistant | Color Changing | Decorated | Dishwasher Safe | Engraved | Etched","Beille 9oz Stemless Glass Champagne Flutes Glassware Made in USA (3 Pack Sizes)"
365924277847,32884,"Item Width",recommended,FREE_TEXT,SINGLE,24,"1 in | 2 in | 2.3 in | 2.5 in | 3 in | 3.5 in","Beille 12pc Stainless Steel Cookie Cutters Baking Supplies Kitchen Essentials"
127389768427,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","Universal Tool High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc"
127389768441,177005,Features,recommended,FREE_TEXT,MULTI,23,"Adjustable | Bags/Cones Included | Dishwasher Safe | Easy Clean | Electric | Hand Wash Only","Beille Stainless Steel and Wheat Fiber Handle Kitchen Knives (Many Styles)"
127389838935,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","15pc Mini Drill Bit .3mm to 1mm Set"
127389838936,177661,"Active Ingredients",recommended,FREE_TEXT,MULTI,23,"Aloe Vera | Ammonium Lauryl Sulfate | Biotin | Centella Asiatica | Ceramide | Coal Tar","Dove Hair Care Shampoo Anti Frizz Formula with Coconut Oil Argan Oil Almond Oil"
127389857824,261974,"Diamond Color Grade",recommended,FREE_TEXT,SINGLE,23,"D | E | F | G | H | I","4pc Shopkins Stretchy Silicone Bracelets Gift Set D'Lish Donut Apple Blossom"
127389857830,20702,"IP Rating",recommended,FREE_TEXT,SINGLE,23,"IP44 | IP45 | IP46 | IP47 | IP48 | IP50","Universal Home LED 7 Color Changing Mood Light Ambiance Home Decor White Light"
127389857836,177058,"Glassware Type",recommended,FREE_TEXT,SINGLE,23,"Beer Glass | Champagne Glass | Cocktail Glass | Cordial Glass | Coupes | Drinking Glass","Frozen II 16oz Pull Top Water Bottle Kids Canteen Girls Hydration Ages 3 and Up"
127389857849,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","Tooltreaux High Speed Stainless Steel Drill Bits Set 1.05 to 2mm 15 Pieces"
127389857867,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","High Speed Steel Drill Bits 1/16 Inch Shank 10pc 57"
127389878160,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","SE DH09HS Diamond Hole Saw Set (10 Pc.)"
127389932538,260384,"Glassware Type",recommended,FREE_TEXT,SINGLE,23,"Beer Glass | Champagne Glass | Cocktail Glass | Cordial Glass | Coupes | Drinking Glass","Disney Minnie Mouse Kids Plastic Drinking Cup Large 22 Ounce Food Safe Cup"
127389932545,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","10pc #53 High Speed Steel Drill Bits 1/16 Inch Shank"
235396232983,20702,"IP Rating",recommended,FREE_TEXT,SINGLE,23,"IP44 | IP45 | IP46 | IP47 | IP48 | IP50","2pk Home LED 7 Color Changing Mood Lamp Ambiance Light Home Decor"
236345031438,79619,Pattern,recommended,FREE_TEXT,SINGLE,23,"Abstract | Animal Print | British Flag | Camouflage | Checked | Circles","Mojang Minecraft Building Adventure Gaming Grey Bedding Twin Sheets Set for"
236345031444,260384,"Glassware Type",recommended,FREE_TEXT,SINGLE,23,"Beer Glass | Champagne Glass | Cocktail Glass | Cordial Glass | Coupes | Drinking Glass","Beille Set of 6 Clear Classic Goblet Water Glasses Home Decor Glassware, 7.43oz"
236345056396,20695,Capacity,recommended,FREE_TEXT,SINGLE,23,"8 fl oz | 9 fl oz | 10 fl oz | 11 fl oz | 12 fl oz | 13 fl oz","ASR Outdoor 11.75oz Stainless Steel and Enamel Coffee Mug Camping Essentials, Cl"
236345056405,85915,"Guide Bar Length",recommended,FREE_TEXT,SINGLE,23,"5 in | 7.5 in | 10 in | 12.5 in | 15 in | 17.5 in","3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
236345056413,177661,"Active Ingredients",recommended,FREE_TEXT,MULTI,23,"Aloe Vera | Ammonium Lauryl Sulfate | Biotin | Centella Asiatica | Ceramide | Coal Tar","Dove Detox Purifying Micellar Hair Care Formula Shampoo 350mL Bottle"
236345069131,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","10pc Universal Tool High Speed Steel Titanium Mini Router Drill Bits"
236345069147,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","High Speed Steel Drill Bits 1/16 Inch Shank 10pc 50"
236345137157,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","Universal Tool Damaged Screw Extractor Set - 4 Pieces Assorted Sizes"
236345137207,63505,Capacity,recommended,FREE_TEXT,SINGLE,23,"0.2 qt | 1 | 0.3 qt | 0.4 qt | 0.5 qt | 0.7 qt","(4 Pack) 8oz.Outdoor Camping Chrome Stainless Steel Pocket Hip Flask"
236345137207,63505,Occasion,recommended,FREE_TEXT,SINGLE,23,"All Occasions | Baptism/Christening | Bar/Bat Mitzvah | Birthday | Chinese New Year | Christmas","(4 Pack) 8oz.Outdoor Camping Chrome Stainless Steel Pocket Hip Flask"
364721606929,134728,Occasion,recommended,FREE_TEXT,SINGLE,23,"All Occasions | Baptism/Christening | Bar/Bat Mitzvah | Birthday | Chinese New Year | Christmas","Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw"
365879832353,112581,Pattern,recommended,FREE_TEXT,SINGLE,23,"Animal Print | Argyle | Candy Stripe | Celtic Knot | Checked | Coin Dot","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
365879832353,112581,"IP Rating",recommended,FREE_TEXT,SINGLE,23,"IP44 | IP45 | IP46 | IP47 | IP48 | IP50","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
365879832363,20696,"Glassware Type",recommended,FREE_TEXT,SINGLE,23,"Beer Glass | Champagne Glass | Cocktail Glass | Cordial Glass | Coupes | Drinking Glass","Disney Frozen II Girls 4pc Water Bottles and Sticker Sheet Back to School Bundle"
365879907999,63505,Capacity,recommended,FREE_TEXT,SINGLE,23,"0.2 qt | 1 | 0.3 qt | 0.4 qt | 0.5 qt | 0.7 qt","Chrome Stainless Steel Premium Portable Hip Flask 8oz"
365879907999,63505,Occasion,recommended,FREE_TEXT,SINGLE,23,"All Occasions | Baptism/Christening | Bar/Bat Mitzvah | Birthday | Chinese New Year | Christmas","Chrome Stainless Steel Premium Portable Hip Flask 8oz"
365879908009,177058,"Glassware Type",recommended,FREE_TEXT,SINGLE,23,"Beer Glass | Champagne Glass | Cocktail Glass | Cordial Glass | Coupes | Drinking Glass","Frozen II Girls Canteen Water Bottle Anna Elsa Pop Up Lid with Shoulder Strap"
365879908017,177661,"Active Ingredients",recommended,FREE_TEXT,MULTI,23,"Aloe Vera | Ammonium Lauryl Sulfate | Biotin | Centella Asiatica | Ceramide | Coal Tar","Dove Hair Care Anti Knot Hydration Formula Shampoo 350mL 12 Ounce Bottle"
365879935278,50382,"Suitable For",recommended,FREE_TEXT,MULTI,23,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial","Universal Tool Professional Power Extension Socket Bits for Drills 3pc Set"
365879935305,177661,"Active Ingredients",recommended,FREE_TEXT,MULTI,23,"Aloe Vera | Ammonium Lauryl Sulfate | Biotin | Centella Asiatica | Ceramide | Coal Tar","Dove Hair Care Complete Reconstruction Anti Breakage Hair Repair Formula Shampoo"
365879950548,63505,Capacity,recommended,FREE_TEXT,SINGLE,23,"0.2 qt | 1 | 0.3 qt | 0.4 qt | 0.5 qt | 0.7 qt","Classic Hip Flask 8oz Stainless Steel Pocket Hidden Chrome Hip Flask Set 2 Pack"
365879950548,63505,Occasion,recommended,FREE_TEXT,SINGLE,23,"All Occasions | Baptism/Christening | Bar/Bat Mitzvah | Birthday | Chinese New Year | Christmas","Classic Hip Flask 8oz Stainless Steel Pocket Hidden Chrome Hip Flask Set 2 Pack"
365879996375,122321,Pattern,recommended,FREE_TEXT,SINGLE,23,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","Nickelodeon Girls Jojo Siwa Comfortable Breathable Bandana Face Cover Protection"
125770812748,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","HEROCLIP Carabiner Clip Hook Mini for Camping, Organization (Black & Blue)"
126112000074,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)"
126450542814,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Kids Characters School Backpack Officially Licenesed with Adjustable Straps"
126450542814,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Kids Characters School Backpack Officially Licenesed with Adjustable Straps"
126459398545,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip (Many Colors)"
126488763142,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","18 Inch Kids Licensed Cartoon Cinch Bag Travel Backpack Drawstring Tote"
126488763142,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","18 Inch Kids Licensed Cartoon Cinch Bag Travel Backpack Drawstring Tote"
126505506359,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Baby Yoda 2pc Kids 18 Inch Cinch Bags Travel Backpacks Drawstring Totes Set"
126505506359,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Baby Yoda 2pc Kids 18 Inch Cinch Bags Travel Backpacks Drawstring Totes Set"
127239775819,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","DC Comics Superman 2pc Cinch Bag Drawstring Backpacks Bundle Boys Age 3 and Up"
127389768445,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","Jumbo 6.5 inch XL Carabiner Key Chain  - Blue"
127389838865,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Disney Mickey Mouse 13pc Cinch Bag Drawstring Backpack Toys Bundle Kids Age 3+"
127389838865,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Disney Mickey Mouse 13pc Cinch Bag Drawstring Backpack Toys Bundle Kids Age 3+"
127389838909,261068,"Animation Studio",recommended,FREE_TEXT,SINGLE,22,"20th Century Animation | Aardman Animations | Blue Sky Studios | Bones Animation Studio | Disney | DreamWorks Animation","Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
127389857824,261974,Shape,recommended,FREE_TEXT,SINGLE,22,"Asymmetrical | Bow | Butterfly | Clover | Cone | Cross","4pc Shopkins Stretchy Silicone Bracelets Gift Set D'Lish Donut Apple Blossom"
127389857833,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","Jumbo 6.5"" XL Carabiner Key Chain  - Purple"
127389857839,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Harry Potter School Supplies 9.5 Inch Gryffindor Kids Mini Backpack with Art Kit"
127389857839,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Harry Potter School Supplies 9.5 Inch Gryffindor Kids Mini Backpack with Art Kit"
127389878179,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","Jumbo 6.5 inch XL Carabiner Key Chain  Outdoor Rec - Red"
127389932540,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Toy Story 19pc Cinch Bag Drawstring Backpack Sticker Sheet Earrings Gift Bundle"
127389932540,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Toy Story 19pc Cinch Bag Drawstring Backpack Sticker Sheet Earrings Gift Bundle"
127410844912,20696,Capacity,recommended,FREE_TEXT,SINGLE,22,"10 ml | 30 ml | 50 ml | 70 ml | 80 ml | 90 ml","Beille 10.82oz Whiskey Glasses Old Fashioned Glass Barware (Many Pack Sizes)"
127410844912,20696,"Item Height",recommended,FREE_TEXT,SINGLE,22,"0.7 in | 2 in | 2.4 in | 2.7 in | 3 in | 3.5 in","Beille 10.82oz Whiskey Glasses Old Fashioned Glass Barware (Many Pack Sizes)"
127417945230,20696,"Item Height",recommended,FREE_TEXT,SINGLE,22,"0.7 in | 2 in | 2.4 in | 2.7 in | 3 in | 3.5 in","Beille 8.5oz Classic Coupe Glasses Dishwasher Safe Glassware (3 Pack Sizes)"
127488196314,261068,"Animation Studio",recommended,FREE_TEXT,SINGLE,22,"20th Century Animation | Aardman Animations | Blue Sky Studios | Bones Animation Studio | Disney | DreamWorks Animation","Kidplokio Galaxy Space Sword Interactive Toy Real Lights and Sounds (2 Colors)"
235459823131,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","HEROCLIP Carabiner Clip Hook Large for Camping, Backpack, Organization (Blue)"
235505374455,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","HEROCLIP Carabiner Clip and Hook Small for Purse, Stroller (Black and Red)"
235917170385,52357,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","ASR Outdoor 21L Everyday Carry Black Duffel Bag for Travel Gym Outdoor Gear"
236344962455,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Kidplokio 12pc Army Semi Truck Superhero Cinch Bag Backpack Gift Bundle Boys 3+"
236344962455,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Kidplokio 12pc Army Semi Truck Superhero Cinch Bag Backpack Gift Bundle Boys 3+"
236344962456,261068,"Animation Studio",recommended,FREE_TEXT,SINGLE,22,"20th Century Animation | Aardman Animations | Blue Sky Studios | Bones Animation Studio | Disney | DreamWorks Animation","Star Wars Baby Yoda 2 Pack Non Woven Tote Bag Kids Travel Bag Ages 3 and Up"
236344962475,170091,"Item Height",recommended,FREE_TEXT,SINGLE,22,"Less Than 5 in | 5 in | 6 in | 7 in | 8 in | 9 in","Licensed Kids Minions Despicable Me Felt Embossed Christmas Stocking Holidays"
236345056427,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","HEROCLIP Large Black Carabiner Clip Hook for Camping, Backpack (2 Pack Sizes)"
236345069159,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Toy Story 4 Kids Cinch Bag Travel Backpack with 4pc Sticker Sheet Bundle Set"
236345069159,260988,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","Toy Story 4 Kids Cinch Bag Travel Backpack with 4pc Sticker Sheet Bundle Set"
236345069187,52357,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","ASR Outdoor 16 Inch Everyday Carry Travel Tool or Duffel Bag, Black"
236345137159,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","Jumbo 6.5 Inch XL Carabiner Key Chain  - Black"
236345137232,52357,"Bag Width",recommended,FREE_TEXT,SINGLE,22,"3 in | 4 in | 5 in | 6 in | 7 in | 8 in","ASR Outdoor Round Duffel Bag Adjustable Shoulder Strap Travel 16 Liter"
236345160662,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory"
236460252577,261068,"Animation Studio",recommended,FREE_TEXT,SINGLE,22,"20th Century Animation | Aardman Animations | Blue Sky Studios | Bones Animation Studio | Disney | DreamWorks Animation","Kidplokio 2pc Space Gift Bundle Toy Sword and Superhero Cinch Bag  (2 Colors)"
364857922960,52373,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron","6 Pack Aluminum Multi-Color Carabiner Keychain Spring Clip (Many Sizes, Colors)"
364881885930,261069,"Animation Studio",recommended,FREE_TEXT,SINGLE,22,"20th Century Animation | Aardman Animations | Blue Sky Studios | Bones Animation Studio | Disney | DreamWorks Animation","Kidplokio Pirate Ship Ocean Adventure Playset, Lights Sounds Action Figures, Red"
365879832351,20696,Capacity,recommended,FREE_TEXT,SINGLE,22,"10 ml | 30 ml | 50 ml | 70 ml | 80 ml | 90 ml","Beille 4pc Stemless Wine Glasses Kitchen Decor Entertaining Essentials, 21oz"
365879832351,20696,"Item Height",recommended,FREE_TEXT,SINGLE,22,"0.7 in | 2 in | 2.4 in | 2.7 in | 3 in | 3.5 in","Beille 4pc Stemless Wine Glasses Kitchen Decor Entertaining Essentials, 21oz"
365879832363,20696,Capacity,recommended,FREE_TEXT,SINGLE,22,"10 ml | 30 ml | 50 ml | 70 ml | 80 ml | 90 ml","Disney Frozen II Girls 4pc Water Bottles and Sticker Sheet Back to School Bundle"
365879832363,20696,"Item Height",recommended,FREE_TEXT,SINGLE,22,"0.7 in | 2 in | 2.4 in | 2.7 in | 3 in | 3.5 in","Disney Frozen II Girls 4pc Water Bottles and Sticker Sheet Back to School Bundle"
365879907951,260988,Pattern,recommended,FREE_TEXT,SINGLE,22,"Animal Print | Argyle/Diamond | Batik | Camouflage | Checkered | Chevron","Hello Kitty 2pc Mini Backpack and Lunch Box Set School Bags for Girls 3 and Up"
