fillability,category_id,aspect,mode,item_id,sku,name,approved_value,reviewer_notes,allowed_values,title
easy,102951,Pattern,FREE_TEXT,127389878154,4SN-STICKERACTIVITY-BATMAN-HPNR,"Batman Reward Stickers Activities Mini Coloring Book with Rewards Coloring Page",,,"Abstract | Animal Print | Camouflage | Checked | Circles | Embroidered | Flag Print | Floral | Geometric | Hearts | Nature Print | Nautical | Paisley | Patchwork | Pictorial | Plaid | Polka Dot | Solid | Striped","DC Comics Batman Activity Coloring Book with Stickers for Boys Ages 3 and Up"
easy,102953,Pattern,FREE_TEXT,127389932571,UPD-INCRED-2-PENCIL-6PK,"Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack",,,"Abstract | Animal Print | Camouflage | Checked | Circles | Embroidered | Flag Print | Floral | Geometric | Hearts | Nature Print | Nautical | Paisley | Patchwork | Pictorial | Plaid | Polka Dot | Solid | Striped","Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack"
easy,102953,Pattern,FREE_TEXT,365879950570,UPD-FRZPENCILS6PC-22211MZ,"Disney Frozen 2 Kids Wooden Pencils with Erasers Childrens School Supplies 6pk",,,"Abstract | Animal Print | Camouflage | Checked | Circles | Embroidered | Flag Print | Floral | Geometric | Hearts | Nature Print | Nautical | Paisley | Patchwork | Pictorial | Plaid | Polka Dot | Solid | Striped","Disney Frozen 2 Kids Wooden Pencils with Erasers Childrens School Supplies 6pk"
easy,102953,Style,FREE_TEXT,127389932571,UPD-INCRED-2-PENCIL-6PK,"Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack",,,"Animal Print | Antique Style | Art Deco Style | Art Nouveau | Baroque/Rococo | Bauhaus Style | Braided | Children's | Colonial | Contemporary | Fun & Curiosity | Kazak | Kilim | Kurdish | Mediterranean | Modern | Moroccan | Pop Art | Queen Anne Style | Renaissance | Romanticism | Scandinavian | S...","Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack"
easy,102954,Pattern,FREE_TEXT,365879907957,UPD-8PCERASR-69343MZ,"Marvel Spiderman 8pc Eraser Pack School Supplies Stocking Stuffer Boys Age 4 Up",,,"Abstract | Animal Print | Camouflage | Checked | Circles | Embroidered | Flag Print | Floral | Geometric | Hearts | Nature Print | Nautical | Paisley | Patchwork | Pictorial | Plaid | Polka Dot | Solid | Striped","Marvel Spiderman 8pc Eraser Pack School Supplies Stocking Stuffer Boys Age 4 Up"
easy,107956,"Number of Items in Set",FREE_TEXT,365879832370,UPD-HKLIPGLOSS-HK1236GG-BUN,"Hello Kitty Lip Gloss Compact for Girls",,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | 47 | 48 | 49 | 50 | 51 | 52 | 53 | 54 | 55 | 56 | 57 | 58 | 59 | 60","Hello Kitty Lip Gloss Compact Girls Make Up Gift Set Ages 3 and Up"
easy,109492,"Number in Pack",FREE_TEXT,127389838952,ASR-AOBSCWBB-PARENT,"ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord (Pack Sizes)",,,"1 | 2 | 4 | 5 | 8 | 10 | 15 | 20 | 25 | 50 | 100","ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord (Pack Sizes)"
easy,109492,"Number in Pack",FREE_TEXT,236345031448,SON-SHOCKCORD-30FT,"ASR Outdoor Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black",,,"1 | 2 | 4 | 5 | 8 | 10 | 15 | 20 | 25 | 50 | 100","ASR Outdoor Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter - Black"
easy,112581,Character,FREE_TEXT,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,"Abbey Bominable | Abin Sur | Acer | Adam Strange | Airy Ardet | Akane Isshiki | Akeno Himejima | Aladdin | Alakazam | Alfred Pennyworth | Alice Cartelet | Alisa Ilinichina Amiella | Alisia Heart | Allan | All Might | Al Oft | Amanda Waller | Amazo | Ami Futami | Andrew Bennett | Anna | Aoi Futaba...","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112581,"Character Family",FREE_TEXT,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,".Hack// | 101 Dalmatians | A Certain Scientific Railgun S | Action Man | Akira | Aladdin | Alf | Alias | Alien | Angel | Angry Birds | Animal Crossing | Animaniacs | Archer | Arknights | Arpeggio Of Blue Steel | Astro Boy | Attack on Titan | Avatar | Avatar: The Last Airbender | Avengers | Azur L...","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112581,Department,SELECTION_ONLY,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,"Unisex Baby & Toddler | Kids | Teens | Adults","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112581,Pattern,FREE_TEXT,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,"Animal Print | Argyle | Candy Stripe | Celtic Knot | Checked | Coin Dot | Colorblock | Diamond | Dotted | Fair Isle | Fleur de Lis | Floral | Flower | Foliage | Hemstitch | Herringbone | Houndstooth | Mandala | Marbled | Stars | Striped | William Morris | Zig Zag","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112581,Room,FREE_TEXT,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,"Attic | Bathroom | Bedroom | Cloakroom | Closet | Den | Dining Room | Entryway | Garage | Greenhouse | Home Office/Study | Kitchen | Living Room | Porch | Study | Sunroom | Utility/Laundry Room | Workshop","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112581,Style,FREE_TEXT,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,"Antique | Art Deco | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | Colonial | Contemporary | Cottage | Country | French Country | Himalayan | Hollywood Regency | Industrial | Kazak | Kilim | Kurdish | Lodge | Mediterranean | Mid-Century Modern | Modern | Moroccan | Pop Art | Qu...","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112581,Theme,FREE_TEXT,365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",,,"Advertising | Alien | Animals & Dinosaurs | Animals & Insects | Animation | Anime & Manga | Area 51 | Art | Barware | Buddha | Butterflies | Cars & Vehicles | Cartoon & TV Characters | Circus | Designer & Urban Vinyl | Fairy Tales | Fantasy | Figurine | Film & TV | Flowers | Football | Fun & Curi...","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
easy,112601,Finish,FREE_TEXT,126439889445,IGE-BSHCDSTU-36W,"Brief Safe Travel Security Hidden Contents Diversion Safe Wallet Passport Protector",,,"Antique Brass | Frosted | Glossy | Metallic | Polished Chrome | Polished Nickel","The Brief Safe Travel Security Hidden Contents Diversion Safe - Slightly Unusual"
easy,118867,Color,FREE_TEXT,236345137216,4SN-GARDENTOOLS-PARENT,"ToolTreaux Wooden Steel Handheld Garden Tools Rake Shovel Hoe 3 Pieces",,,"Beige | Blue | Clear | Gold | Gray | Green | Multicolor | Orange | Pink | Purple | Red | Silver | White | Yellow | Black | Brown","ToolTreaux Wooden Steel Handheld Garden Tools Set Rake Shovel Cultivator"
easy,118867,Finish,FREE_TEXT,127389838882,DOY-GARDENKIT-BUN,"ToolTreaux Garden Tools Set with Fork Hoe Rake Shovel Spade Digger Gloves 9pc",,,"Brass | Bronze | Brushed | Chrome | Chrome-Plated | Copper | Matte | Nickel | Oil-Rubbed | Pewter | Polished | Satin | Silver | Smooth | Stainless Steel | Unfinished","ToolTreaux Garden Tools Set with Fork Hoe Rake Shovel Spade Digger Gloves 9pc"
easy,118867,Finish,FREE_TEXT,236345056440,26C-GARDTOOLS-PARENT,"ToolTreaux Essential Gardening Tools and Cultivating Accessories (Many Options)",,,"Brass | Bronze | Brushed | Chrome | Chrome-Plated | Copper | Matte | Nickel | Oil-Rubbed | Pewter | Polished | Satin | Silver | Smooth | Stainless Steel | Unfinished","ToolTreaux Essential Gardening Tools and Cultivating Accessories (Many Options)"
easy,118867,"Number of Pieces",FREE_TEXT,236345056440,26C-GARDTOOLS-PARENT,"ToolTreaux Essential Gardening Tools and Cultivating Accessories (Many Options)",,,"1 | 16 | 17 | 2 | 18 | 3 | 19 | 4 | 20 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15","ToolTreaux Essential Gardening Tools and Cultivating Accessories (Many Options)"
easy,122321,Pattern,FREE_TEXT,365879996375,UPD-JOJOSIWA-BANDANA,"Nickelodeon Girls Jojo Siwa Comfortable Breathable Bandana Face Cover Protection",,,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron | Colorblock | Fair Isle | Fair Isle/Nordic | Floral | Geometric | Gingham | Herringbone | Houndstooth | Paisley | Patchwork | Pinstripe | Plaid | Plaids & Checks | Polka Dot | Solid | Spotted | Striped","Nickelodeon Girls Jojo Siwa Comfortable Breathable Bandana Face Cover Protection"
easy,122321,Season,SELECTION_ONLY,365879996375,UPD-JOJOSIWA-BANDANA,"Nickelodeon Girls Jojo Siwa Comfortable Breathable Bandana Face Cover Protection",,,"Fall | Spring | Summer | Winter","Nickelodeon Girls Jojo Siwa Comfortable Breathable Bandana Face Cover Protection"
easy,129609,Color,FREE_TEXT,236345069183,26C-BLE-COCONUTDISHSPONGES-PARENT,"Beille Non Scratch Coconut Plant Based Dish Sponge Kitchen Essentials Cleaning Supplies (2 Styles)",,,"Beige | Black | Blue | Brown | Clear | Gold | Gray | Green | Multicolor | Orange | Pink | Purple | Red | Silver | White | Yellow","Beille 2pk Non Scratch Coconut Plant Based Dish Sponge Kitchen Tools (2 Styles)"
easy,134728,Character,FREE_TEXT,364721606929,26C-WS10PCCUPS-YJJ-74613-72-NOVAR,"Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw",,,"Abbey Bominable | Acer | Aladdin | Alakazam | Allan | Al Oft | Arcanine | Articuno | Audrey Hepburn in Breakfast at Tiffany's Barbie | Avea Trotter | Axle Accelerator | Bambi | Barbie | Barbie as Dorothy | Barbie as Maria | Barney Stormin | Batgirl Barbie | Batman Ken | Beast | Belinda | Belle | ...","Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw"
easy,134728,"Character Family",FREE_TEXT,364721606929,26C-WS10PCCUPS-YJJ-74613-72-NOVAR,"Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw",,,"101 Dalmatians | Animaniacs | Beauty and the Beast | Ben 10 | Big Hero 6 | Bob the Builder | Brother Bear | Cars | Chicken Little | Chip 'n' Dale | Club Penguin | Darkwing Duck | Descendants | Disney | Disney Fairies | Disney Princess | Disney Villains | Doctor Who | Dora the Explorer | Dr. Seuss...","Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw"
easy,134728,Occasion,FREE_TEXT,364721606929,26C-WS10PCCUPS-YJJ-74613-72-NOVAR,"Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw",,,"All Occasions | Baptism/Christening | Bar/Bat Mitzvah | Birthday | Chinese New Year | Christmas | Diwali | Easter | Eid al-Adha | Eid al-Fitr | Father's Day | Halloween | Hanukkah | July 4th | Mother's Day | New Year's | Other World Celebrations | Remembrance Day | St. Patrick's Day | Thanksgivin...","Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw"
easy,134728,Pattern,FREE_TEXT,364721606929,26C-WS10PCCUPS-YJJ-74613-72-NOVAR,"Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw",,,"All-Over | Animal Print | Animal Theme | Argyle | Brush | Camouflage | Checked | Chevron | Colorblock | Cow Print | Crocodile Print | Dalmatian Print | Damask | Desert | Dotted | Fair Isle | Floral | Geometric | Gingham | Giraffe Print | Herringbone | Houndstooth | Ikat | Leaf Green | Leopard Pri...","Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw"
easy,145993,"Character Family",FREE_TEXT,364869811859,UPD-ARMFLOATS-BANZAI,"Banzai Kids Summertime Inflatable Swimming Arm Floaties Pool Floats",,,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Iron Man | Mickey Mouse & Friends | Power Rangers | Sesame Street | Spider-Man | SpongeBob SquarePants | Star Wars | Thomas & Friends | Toy Story | Transformers | Winnie the Pooh & Friends","Banzai Kids Summertime Inflatable Swimming Arm Floaties Pool Floats"
easy,145993,"Character Family",FREE_TEXT,364909875082,UPD-ARMFLOATS-BANZAI-KPL,"Kidplokio Kids Summertime Inflatable Swimming Arm Floaties Pool Floats",,,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Iron Man | Mickey Mouse & Friends | Power Rangers | Sesame Street | Spider-Man | SpongeBob SquarePants | Star Wars | Thomas & Friends | Toy Story | Transformers | Winnie the Pooh & Friends","Kidplokio Kids Summertime Inflatable Swimming Arm Floaties Pool Floats"
easy,152934,"Character Family",FREE_TEXT,127389878180,LST-CONSTRUCTION-YLW,"TychoTyke Construction and Rescue Tools Truck with Light and Sound Yellow",,,"Batman | DC Universe | Disney Pixar Cars | Dukes of Hazzard | E.T. the Extra-Terrestrial | GI Joe | Iron Man | James Bond | KISS | Looney Tunes | Marvel Universe | Mickey Mouse & Friends | Munsters | Muppets | Scooby-Doo | Speed Racer | Spider-Man | SpongeBob SquarePants | Star Trek | Star Wars |...","TychoTyke Construction and Rescue Tools Truck with Light and Sound Yellow"
easy,152934,"Character Family",FREE_TEXT,236345137225,LST-CONSTRUCTION-RED,"TychoTyke Construction and Rescue Tools Truck with Light and Sound Red",,,"Batman | DC Universe | Disney Pixar Cars | Dukes of Hazzard | E.T. the Extra-Terrestrial | GI Joe | Iron Man | James Bond | KISS | Looney Tunes | Marvel Universe | Mickey Mouse & Friends | Munsters | Muppets | Scooby-Doo | Speed Racer | Spider-Man | SpongeBob SquarePants | Star Trek | Star Wars |...","TychoTyke Construction and Rescue Tools Truck with Light and Sound Red"
easy,158749,"Character Family",FREE_TEXT,236345056416,LST-SPACEGUN-RF300-GRNBLU-2PK,"2-Pack Kids LIGHT-UP Action Jackson Space Ranger Toy Gun for Boys, Ages 3 up",,,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Iron Man | Mickey Mouse & Friends | Power Rangers | Sesame Street | Spider-Man | SpongeBob SquarePants | Star Wars | Thomas & Friends | Toy Story | Transformers | Winnie the Pooh & Friends | 101 Dalmatians ...","2-Pack Kids LIGHT-UP Action Jackson Space Ranger Toy Gun for Boys, Ages 3 up"
easy,159758,"Handle Material",FREE_TEXT,127389932527,4SN-DENTALFLOSS-12PK,"Fresh Mint Dental Floss for Teeth and Gum Oral Care Remove Food and Plaque 12pk",,,"ABS Plastic | Stainless Steel | Wood","Fresh Mint Dental Floss for Teeth and Gum Oral Care Remove Food and Plaque 12pk"
easy,159758,"Handle Material",FREE_TEXT,236345137193,4SN-DENTALFLOSS-3PK,"Fresh Mint Dental Floss for Teeth and Gum Oral Care Remove Food and Plaque 3pk",,,"ABS Plastic | Stainless Steel | Wood","Fresh Mint Dental Floss for Teeth and Gum Oral Care Remove Food and Plaque 3pk"
easy,161648,"Handle Material",FREE_TEXT,235522127585,SON-FLEXIDUSTER-PARENT,"Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning",,,"Metal | Plastic | Rubber | Synthetic | Wood","Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning"
easy,161648,"Number in Pack",FREE_TEXT,235522127585,SON-FLEXIDUSTER-PARENT,"Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning",,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 15 | 20 | 25 | 30 | 35 | 40","Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning"
easy,161648,Theme,FREE_TEXT,235522127585,SON-FLEXIDUSTER-PARENT,"Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning",,,"Architecture & Cityscape | Arctic & Antarctic | Beach | Birthday | Celebrities & Musicians | Dogs & Wolves | Dolphins & Whales | Emoji | Gypsy | Meditation | Mountains & Canyons | Mr & Mrs | Music & Instruments | Neon | Ships & Boats | Solar System | Sport | Sports Cars | Spring | Sunrise | Sunse...","Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning"
easy,168867,Color,FREE_TEXT,236345137211,SON-ASRO-COLLAPSIBLELANTERNS-PARENT,"ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Camping Essentials Emergency Supplies (2 Sizes)",,,"Beige | Black | Blue | Brown | Clear | Gold | Gray | Green | Multicolor | Orange | Pink | Purple | Red | Silver | White | Yellow","ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Black or Grey (2 Sizes)"
easy,168867,Material,FREE_TEXT,236345137211,SON-ASRO-COLLAPSIBLELANTERNS-PARENT,"ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Camping Essentials Emergency Supplies (2 Sizes)",,,"ABS | Aluminum | Brass | Carbon | Copper | Duralumin | Glass | Metal | Neoprene | Nylon | Plastic | Polycarbonate | PVC | Rubber | Stainless Steel | Steel | Titanium","ASR Outdoor 100 Lumen COB Collapsible Camping Lantern Black or Grey (2 Sizes)"
easy,169271,Character,FREE_TEXT,363932435623,SHM-BCBH-ONE-BLCK,"ASR Federal Universal Belt Clip Badge Holder with Metal Clip, Made in USA, Leather, Black",,,"Aladdin | Alice in Wonderland | Andrea | Angel | Aquaman | Arthur | Articuno | Astro Boy | Atom | Bambi | Barbie | Barney | Bart Simpson | Batman | Belle | Betty Boop | Bill | Black Canary | Black Cat | Black Panther | Black Widow | Blaze | Blue | Boba Fett | Bob the Builder | Boo | Boost | Boots...","Belt Clip Badge Holder Stainless Steel Tactical Heavy Gauge Leather Made In USA"
easy,169271,Character,FREE_TEXT,365879908024,HWC-HIDDENBADGERFID-PARENT,"ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID Card Holder (Round, Shield, Oval), Black",,,"Aladdin | Alice in Wonderland | Andrea | Angel | Aquaman | Arthur | Articuno | Astro Boy | Atom | Bambi | Barbie | Barney | Bart Simpson | Batman | Belle | Betty Boop | Bill | Black Canary | Black Cat | Black Panther | Black Widow | Blaze | Blue | Boba Fett | Bob the Builder | Boo | Boost | Boots...","ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID"
easy,169271,"Character Family",FREE_TEXT,363932435623,SHM-BCBH-ONE-BLCK,"ASR Federal Universal Belt Clip Badge Holder with Metal Clip, Made in USA, Leather, Black",,,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin | Alice in Wonderland | Angry Birds | Astro Boy | Attack on Titan | Avatar: The Last Airbender | Backyardigans | Barbie Friends & Family | Barney & Friends | Batman | Battlestar Galactica | Beauty and the B...","Belt Clip Badge Holder Stainless Steel Tactical Heavy Gauge Leather Made In USA"
easy,169271,"Character Family",FREE_TEXT,365879908024,HWC-HIDDENBADGERFID-PARENT,"ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID Card Holder (Round, Shield, Oval), Black",,,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin | Alice in Wonderland | Angry Birds | Astro Boy | Attack on Titan | Avatar: The Last Airbender | Backyardigans | Barbie Friends & Family | Barney & Friends | Batman | Battlestar Galactica | Beauty and the B...","ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID"
easy,169271,Pattern,FREE_TEXT,126412730192,HWC-LEATHERBADGEHOLDER-BLACK,"ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain, Black",,,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron | Colorblock | Fair Isle | Fair Isle/Nordic | Flecked | Floral | Geometric | Gingham | Herringbone | Houndstooth | Ikat | Ombré | Paisley | Patchwork | Pinstripe | Plaid | Polka Dot | Solid | Spotted | Striped | Tie Dye","ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain,"
easy,169271,Pattern,FREE_TEXT,363932435623,SHM-BCBH-ONE-BLCK,"ASR Federal Universal Belt Clip Badge Holder with Metal Clip, Made in USA, Leather, Black",,,"Animal Print | Argyle/Diamond | Batik | Camouflage | Check | Chevron | Colorblock | Fair Isle | Fair Isle/Nordic | Flecked | Floral | Geometric | Gingham | Herringbone | Houndstooth | Ikat | Ombré | Paisley | Patchwork | Pinstripe | Plaid | Polka Dot | Solid | Spotted | Striped | Tie Dye","Belt Clip Badge Holder Stainless Steel Tactical Heavy Gauge Leather Made In USA"
easy,169271,Style,FREE_TEXT,363932435623,SHM-BCBH-ONE-BLCK,"ASR Federal Universal Belt Clip Badge Holder with Metal Clip, Made in USA, Leather, Black",,,"Infinity Scarf | Pocket | Rectangle Scarf | Square Scarf | Standard | Windsor","Belt Clip Badge Holder Stainless Steel Tactical Heavy Gauge Leather Made In USA"
easy,169271,Theme,FREE_TEXT,126412730192,HWC-LEATHERBADGEHOLDER-BLACK,"ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain, Black",,,"Animal | Astro | Awareness | Buildings & Monuments | Cartoon | Cartoons & Characters | Celebrity | Coins | Cow | Cowboy | Cowboys & Western | Flag | Food & Drink | Gambling/Casino | Hercules | Hobbies & Crafts | Holiday | Letters, Numbers & Symbols | Logo | Love | Military & Weaponry | Motorcycle...","ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain,"
easy,169271,Theme,FREE_TEXT,363932435623,SHM-BCBH-ONE-BLCK,"ASR Federal Universal Belt Clip Badge Holder with Metal Clip, Made in USA, Leather, Black",,,"Animal | Astro | Awareness | Buildings & Monuments | Cartoon | Cartoons & Characters | Celebrity | Coins | Cow | Cowboy | Cowboys & Western | Flag | Food & Drink | Gambling/Casino | Hercules | Hobbies & Crafts | Holiday | Letters, Numbers & Symbols | Logo | Love | Military & Weaponry | Motorcycle...","Belt Clip Badge Holder Stainless Steel Tactical Heavy Gauge Leather Made In USA"
easy,169271,Theme,FREE_TEXT,365879908024,HWC-HIDDENBADGERFID-PARENT,"ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID Card Holder (Round, Shield, Oval), Black",,,"Animal | Astro | Awareness | Buildings & Monuments | Cartoon | Cartoons & Characters | Celebrity | Coins | Cow | Cowboy | Cowboys & Western | Flag | Food & Drink | Gambling/Casino | Hercules | Hobbies & Crafts | Holiday | Letters, Numbers & Symbols | Logo | Love | Military & Weaponry | Motorcycle...","ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID"
easy,170091,Pattern,FREE_TEXT,236344962475,DLT-CHARSTOCKS-PARENT,"Licensed Kids Felt Embossed Christmas Stocking Holiday Decor (Many Styles)",,,"Checked | Floral | Geometric | Polka Dot | Solid | Striped","Licensed Kids Minions Despicable Me Felt Embossed Christmas Stocking Holidays"
easy,170091,Pattern,FREE_TEXT,365879996361,DLT-STOCKING-PJM,"PJ Masks Kids Felt Embossed Christmas Stocking 15.5 Inch Holiday Decor",,,"Checked | Floral | Geometric | Polka Dot | Solid | Striped","PJ Masks Kids Felt Embossed Christmas Stocking 15.5 Inch Holiday Decor"
easy,170091,Shape,FREE_TEXT,236344962475,DLT-CHARSTOCKS-PARENT,"Licensed Kids Felt Embossed Christmas Stocking Holiday Decor (Many Styles)",,,"Animal | Bird | Circle | Dog | Horse | Mouse | Rectangle | Reindeer | Square | S-Shape | Tree","Licensed Kids Minions Despicable Me Felt Embossed Christmas Stocking Holidays"
easy,170091,Shape,FREE_TEXT,365879996361,DLT-STOCKING-PJM,"PJ Masks Kids Felt Embossed Christmas Stocking 15.5 Inch Holiday Decor",,,"Animal | Bird | Circle | Dog | Horse | Mouse | Rectangle | Reindeer | Square | S-Shape | Tree","PJ Masks Kids Felt Embossed Christmas Stocking 15.5 Inch Holiday Decor"
easy,170626,Pattern,FREE_TEXT,236345031404,DLX-LINTEROLLER2REFILLS-1PK,"Universal Household Supplies Lint Roller and 2 Refills 10 Sheets Per Roll",,,"All-Over | Argyle | Camouflage | Candy Stripe | Checked | Cheetah Print | Chevron | Colorblock | Cow Print | Crocodile Print | Dalmatian Print | Damask | Desert | Diamond | Ethnic | Flag Print | Floral | Geometric | Gingham | Giraffe Print | Glitter | Herringbone | Houndstooth | Ikat | Leaves | L...","Universal Household Supplies Lint Roller and 2 Refills 10 Sheets Per Roll"
easy,170626,Shape,FREE_TEXT,236345031404,DLX-LINTEROLLER2REFILLS-1PK,"Universal Household Supplies Lint Roller and 2 Refills 10 Sheets Per Roll",,,"Animal | Cat | Cylindrical | Dog | Flat | Oval | Owl | Pillow | Rectangle | Round | Scull | Square | Star | Teardrop | Triangle","Universal Household Supplies Lint Roller and 2 Refills 10 Sheets Per Roll"
easy,170626,Style,FREE_TEXT,236345031404,DLX-LINTEROLLER2REFILLS-1PK,"Universal Household Supplies Lint Roller and 2 Refills 10 Sheets Per Roll",,,"African | Americana | Animal Print | Animals | Antique | Apron | Art Deco | Art Nouveau | Babies | Bird House | Braided | Celtic | Children's | Chippendale | Colonial | Contemporary | Country | Dress | Ethnic | Farmhouse | Flowers | French Country | Fun & Curiosity | Holiday | Hollywood Regency |...","Universal Household Supplies Lint Roller and 2 Refills 10 Sheets Per Roll"
easy,175750,Character,FREE_TEXT,235148716431,WTB-XMAS-NEW-2022-COZY-BLANKET,"ASR Outdoor Ultrasoft Southwest Navajo Fleece Throw Blanket, 60x80 (Many Colors)",,,"Abbey Bominable | Abin Sur | Abra Kadabra | Acer | Adam Strange | Airy Ardet | Akane Isshiki | Akeno Himejima | Aladdin | Alakazam | Alfred Pennyworth | Alice Cartelet | Alisa Ilinichina Amiella | Alisia Heart | Allan | All Might | Al Oft | Amanda Waller | Amazo | Ambush Bug | America Chavez | Am...","ASR Outdoor Queen Size 60x80 Southwest Wilderness Adventure Fleece Throw Blanket"
easy,175750,"Character Family",FREE_TEXT,235148716431,WTB-XMAS-NEW-2022-COZY-BLANKET,"ASR Outdoor Ultrasoft Southwest Navajo Fleece Throw Blanket, 60x80 (Many Colors)",,,".Hack// | 101 Dalmatians | A Bug's Life | A Certain Scientific Railgun S | Action Man | Akira | Alf | Alias | Alien | Angel | Angry Birds | Animal Crossing | Animaniacs | Archer | Arknights | Arpeggio Of Blue Steel | Arthur | Astro Boy | Attack on Titan | Avatar | Avatar: The Last Airbender | Azu...","ASR Outdoor Queen Size 60x80 Southwest Wilderness Adventure Fleece Throw Blanket"
easy,175750,Room,FREE_TEXT,235148716431,WTB-XMAS-NEW-2022-COZY-BLANKET,"ASR Outdoor Ultrasoft Southwest Navajo Fleece Throw Blanket, 60x80 (Many Colors)",,,Bedroom,"ASR Outdoor Queen Size 60x80 Southwest Wilderness Adventure Fleece Throw Blanket"
